Insee - Statistiques locales; ; 
Référentiel géographique : France par commune; ; 
Code;Libellé;Population municipale 2020
43051;Le Chambon-sur-Lignon;2420
43052;Champagnac-le-Vieux;190
43053;Champclause;205
43054;Chanaleilles;173
43055;Chaniat;162
43056;Chanteuges;419
43057;La Chapelle-Bertin;47
43058;La Chapelle-d'Aurec;1072
43059;La Chapelle-Geneste;110
43060;Charraix;67
43061;Chaspinhac;868
43062;Chaspuzac;810
43063;Chassagnes;155
43064;Chassignolles;65
43065;Chastel;120
43066;Chaudeyrolles;121
43067;Chavaniac-Lafayette;266
43068;Chazelles;32
43069;Chenereilles;310
43070;Chilhac;167
43071;Chomelix;462
43072;La Chomette;153
43073;Cistrières;132
43074;Cohade;875
43075;Collat;72
43076;Connangles;132
43077;Costaros;543
43078;Coubon;3216
43079;Couteuges;296
43080;Craponne-sur-Arzon;1968
43082;Cronce;69
43083;Cubelles;149
43084;Cussac-sur-Loire;1673
43085;Desges;55
43086;Domeyrat;171
43087;Dunières;2665
43088;Espalem;331
43089;Espaly-Saint-Marcel;3521
43090;Esplantas-Vazeilles;127
43091;Les Estables;319
43092;Fay-sur-Lignon;358
43093;Félines;317
43094;Ferrussac;80
43095;Fix-Saint-Geneys;139
43096;Fontannes;886
43097;Freycenet-la-Cuche;105
43098;Freycenet-la-Tour;109
43099;Frugerès-les-Mines;552
43100;Frugières-le-Pin;181
43101;Goudet;56
43102;Grazac;1114
43103;Grenier-Montgon;112
43104;Grèzes;193
43105;Javaugues;179
43106;Jax;145
43107;Josat;84
43108;Jullianges;437
43109;Lafarre;78
43110;Lamothe;838
43111;Landos;872
43112;Langeac;3451
43113;Lantriac;1929
43114;Lapte;1736
43115;Laussonne;1015
43116;Laval-sur-Doulon;63
43117;Lavaudieu;250
43118;Lavoûte-Chilhac;266
43119;Lavoûte-sur-Loire;829
43120;Lempdes-sur-Allagnon;1317
43121;Léotoing;215
43122;Lissac;292
43123;Lorlanges;403
43124;Loudes;938
43125;Lubilhac;88
43126;Malrevers;762
43127;Malvalette;858
43128;Malvières;137
43129;Le Mas-de-Tence;152
43130;Mazet-Saint-Voy;1111
43131;Mazerat-Aurouze;196
43132;Mazeyrat-d'Allier;1441
43133;Mercœur;142
43134;Mézères;146
43135;Le Monastier-sur-Gazeille;1754
43136;Monistrol-d'Allier;213
43137;Monistrol-sur-Loire;8962
43138;Monlet;414
43139;Montclard;54
43140;Le Monteil;682
43141;Montfaucon-en-Velay;1152
43142;Montregard;581
43143;Montusclat;126
43144;Moudeyres;100
43145;Ouides;54
43147;Paulhac;640
43148;Paulhaguet;864
43149;Pébrac;117
43150;Le Pertuis;474
43151;Pinols;189
43152;Polignac;2818
43153;Pont-Salomon;1889
43154;Pradelles;545
43155;Prades;61
43156;Présailles;114
43157;Le Puy-en-Velay;18947
43158;Queyrières;347
43159;Raucoules;941
43160;Rauret;196
43162;Retournac;2986
43163;Riotord;1182
43164;Roche-en-Régnier;479
43165;Rosières;1528
43166;Saint-André-de-Chalencon;380
43167;Saint-Arcons-d'Allier;196
43168;Saint-Arcons-de-Barges;116
43169;Saint-Austremoine;51
43170;Saint-Beauzire;453
43171;Saint-Bérain;81
43172;Saint-Bonnet-le-Froid;215
43173;Saint-Christophe-d'Allier;92
43174;Saint-Christophe-sur-Dolaison;948
43175;Saint-Cirgues;165
43177;Saint-Didier-en-Velay;3459
43178;Saint-Didier-sur-Doulon;194
43180;Saint-Étienne-du-Vigan;96
43181;Saint-Étienne-Lardeyrol;752
43182;Saint-Étienne-sur-Blesle;53
43183;Sainte-Eugénie-de-Villeneuve;115
43184;Saint-Ferréol-d'Auroure;2468
43185;Sainte-Florine;3226
43186;Saint-Front;406
43187;Saint-Geneys-près-Saint-Paulien;321
43188;Saint-Georges-d'Aurac;476
43189;Saint-Georges-Lagricol;520
43190;Saint-Germain-Laprade;3597
43191;Saint-Géron;245
43192;Saint-Haon;281
43193;Saint-Hilaire;161
43194;Saint-Hostien;697
43195;Saint-Ilpize;185
43196;Saint-Jean-d'Aubrigoux;177
43197;Saint-Jean-de-Nay;346
43198;Saint-Jean-Lachalm;298
43199;Saint-Jeures;967
43200;Saint-Julien-Chapteuil;2010
43201;Saint-Julien-d'Ance;246
43202;Saint-Julien-des-Chazes;65
43203;Saint-Julien-du-Pinet;490
43204;Saint-Julien-Molhesabate;171
43205;Saint-Just-Malmont;4240
43206;Saint-Just-près-Brioude;404
43207;Saint-Laurent-Chabreuges;248
43208;Sainte-Marguerite;41
43210;Saint-Martin-de-Fugères;236
43211;Saint-Maurice-de-Lignon;2623
43212;Saint-Pal-de-Chalencon;1004
43213;Saint-Pal-de-Mons;2300
43214;Saint-Pal-de-Senouire;110
43215;Saint-Paul-de-Tartas;184
43216;Saint-Paulien;2428
43217;Saint-Pierre-du-Champ;544
43218;Saint-Pierre-Eynac;1196
43219;Saint-Préjet-Armandon;114
43220;Saint-Préjet-d'Allier;174
43221;Saint-Privat-d'Allier;397
43222;Saint-Privat-du-Dragon;165
43223;Saint-Romain-Lachalm;1111
43224;Sainte-Sigolène;6023
43225;Saint-Vénérand;51
43226;Saint-Vert;105
43227;Saint-Victor-Malescours;816
43228;Saint-Victor-sur-Arlanc;90
43229;Saint-Vidal;610
43230;Saint-Vincent;1040
43231;Salettes;142
43232;Salzuit;347
43233;Sanssac-l'Église;1084
43234;Saugues;1694
43236;La Séauve-sur-Semène;1485
43237;Sembadel;227
43238;Séneujols;300
43239;Siaugues-Sainte-Marie;804
43240;Solignac-sous-Roche;266
43241;Solignac-sur-Loire;1274
43242;Tailhac;72
43244;Tence;3099
43245;Thoras;218
43246;Tiranges;457
43247;Torsiac;68
43249;Valprivas;527
43250;Vals-le-Chastel;42
43251;Vals-près-le-Puy;3421
43252;Varennes-Saint-Honorat;25
43253;Les Vastres;193
43254;Vazeilles-Limandre;266
43256;Venteuges;341
43257;Vergezac;501
43258;Vergongheon;1810
43259;Vernassal;362
43260;Le Vernet;22
43261;Vézézoux;622
43262;Vieille-Brioude;1193
43263;Vielprat;68
43264;Villeneuve-d'Allier;285
43265;Les Villettes;1452
43267;Vorey;1450
43268;Yssingeaux;7320
44001;Abbaretz;2056
44002;Aigrefeuille-sur-Maine;4057
44003;Ancenis-Saint-Géréon;11081
44005;Chaumes-en-Retz;7049
44006;Assérac;1875
44007;Avessac;2444
44009;Basse-Goulaine;9410
44010;Batz-sur-Mer;2822
44012;La Bernerie-en-Retz;3206
44013;Besné;3249
44014;Le Bignon;3927
44015;Blain;10086
44016;La Boissière-du-Doré;1071
44018;Bouaye;8102
44019;Bouée;1044
44020;Bouguenais;20450
44021;Villeneuve-en-Retz;5013
44022;Boussay;2722
44023;Bouvron;3081
44024;Brains;2862
44025;Campbon;3949
44026;Carquefou;20463
44027;Casson;2480
44028;Le Cellier;3984
44029;Divatte-sur-Loire;7042
44030;La Chapelle-des-Marais;4339
44031;La Chapelle-Glain;804
44032;La Chapelle-Heulin;3414
44033;La Chapelle-Launay;3194
44035;La Chapelle-sur-Erdre;19981
44036;Châteaubriant;12016
44037;Château-Thébaud;3157
44038;Chauvé;2965
44039;Cheix-en-Retz;1152
44041;La Chevrolière;5951
44043;Clisson;7507
44044;Conquereuil;1084
44045;Cordemais;3800
44046;Corsept;2658
44047;Couëron;22680
44048;Couffé;2541
44049;Le Croisic;4114
44050;Crossac;3003
44051;Derval;3511
44052;Donges;8109
44053;Drefféac;2288
44054;Erbray;3045
44055;La Baule-Escoublac;16160
44056;Fay-de-Bretagne;3705
44057;Fégréac;2302
44058;Fercé;472
44061;Frossay;3228
44062;Le Gâvre;1842
44063;Gétigné;3746
44064;Gorges;4950
44065;Grand-Auverné;769
44066;Grandchamps-des-Fontaines;6606
44067;Guémené-Penfao;5239
44068;Guenrouet;3378
44069;Guérande;16042
44070;La Haie-Fouassière;4694
44071;Haute-Goulaine;5954
44072;Herbignac;7088
44073;Héric;6407
44074;Indre;4087
44075;Issé;1804
44076;Jans;1408
44077;Joué-sur-Erdre;2632
44078;Juigné-des-Moutiers;330
44079;Le Landreau;3118
44080;Lavau-sur-Loire;771
44081;Legé;4633
44082;Ligné;5371
44083;La Limouzinière;2487
44084;Le Loroux-Bottereau;8517
44085;Louisfert;965
44086;Lusanger;1056
44087;Machecoul-Saint-Même;7626
44088;Maisdon-sur-Sèvre;3023
44089;Malville;3564
44090;La Marne;1606
44091;Marsac-sur-Don;1524
44092;Massérac;684
44094;Mauves-sur-Loire;3259
44095;La Meilleraye-de-Bretagne;1548
44096;Mésanger;4726
44097;Mesquer;2088
44098;Missillac;5432
44099;Moisdon-la-Rivière;1967
44100;Monnières;2316
44101;La Montagne;6372
44102;Montbert;3238
44103;Montoir-de-Bretagne;7216
44104;Montrelais;833
44105;Mouais;365
44106;Les Moutiers-en-Retz;1805
44107;Mouzeil;1942
44108;Mouzillon;2874
44109;Nantes;320732
44110;Nort-sur-Erdre;9198
44111;Notre-Dame-des-Landes;2285
44112;Noyal-sur-Brutz;586
44113;Nozay;4216
44114;Orvault;27438
44115;Oudon;3936
44116;Paimbœuf;3008
44117;Le Pallet;3305
44118;Pannecé;1424
44119;Paulx;2004
44120;Le Pellerin;5251
44121;Petit-Auverné;427
44122;Petit-Mars;3818
44123;Pierric;997
44124;Le Pin;751
44125;Piriac-sur-Mer;2368
44126;La Plaine-sur-Mer;4448
44127;La Planche;2780
44128;Plessé;5265
44129;Pontchâteau;11030
44130;Pont-Saint-Martin;6690
44131;Pornic;16886
44132;Pornichet;11828
44133;Port-Saint-Père;2981
44134;Pouillé-les-Côteaux;1085
44135;Le Pouliguen;4024
44136;Préfailles;1226
44137;Prinquiau;3476
44138;Puceul;1148
44139;Quilly;1435
44140;La Regrippière;1520
44141;La Remaudière;1286
44142;Remouillé;1949
44143;Rezé;42993
44144;Riaillé;2358
44145;Rouans;3134
44146;Rougé;2156
44148;Ruffigné;705
44149;Saffré;3989
44150;Saint-Aignan-Grandlieu;3973
44151;Saint-André-des-Eaux;6813
44152;Sainte-Anne-sur-Brivet;2964
44153;Saint-Aubin-des-Châteaux;1741
44154;Saint-Brevin-les-Pins;14473
44155;Saint-Colomban;3428
44156;Corcoué-sur-Logne;3074
44157;Saint-Étienne-de-Mer-Morte;1724
44158;Saint-Étienne-de-Montluc;7578
44159;Saint-Fiacre-sur-Maine;1236
44161;Saint-Gildas-des-Bois;3761
44162;Saint-Herblain;49067
44163;Vair-sur-Loire;4807
44164;Saint-Hilaire-de-Chaléons;2336
44165;Saint-Hilaire-de-Clisson;2325
44166;Saint-Jean-de-Boiseau;5970
44168;Saint-Joachim;4109
44169;Saint-Julien-de-Concelles;7505
44170;Saint-Julien-de-Vouvantes;959
44171;Saint-Léger-les-Vignes;1999
44172;Sainte-Luce-sur-Loire;15417
44173;Saint-Lumine-de-Clisson;2140
44174;Saint-Lumine-de-Coutais;2278
44175;Saint-Lyphard;4962
44176;Saint-Malo-de-Guersac;3206
44178;Saint-Mars-de-Coutais;2600
44179;Saint-Mars-du-Désert;5236
44180;Vallons-de-l'Erdre;6485
44182;Saint-Michel-Chef-Chef;5297
44183;Saint-Molf;2805
44184;Saint-Nazaire;71887
44185;Saint-Nicolas-de-Redon;3280
44186;Sainte-Pazanne;7111
44187;Saint-Père-en-Retz;4594
44188;Saint-Philbert-de-Grand-Lieu;9213
44189;Sainte-Reine-de-Bretagne;2408
44190;Saint-Sébastien-sur-Loire;27958
44192;Saint-Viaud;2730
44193;Saint-Vincent-des-Landes;1531
44194;Sautron;8473
44195;Savenay;9283
44196;Sévérac;1653
44197;Sion-les-Mines;1651
44198;Les Sorinières;8900
44199;Soudan;1996
44200;Soulvache;339
44201;Sucé-sur-Erdre;7325
44202;Teillé;1808
44203;Le Temple-de-Bretagne;2032
44204;Thouaré-sur-Loire;10704
44205;Les Touches;2535
44206;Touvois;1890
44207;Trans-sur-Erdre;1102
44208;Treffieux;941
44209;Treillières;10054
44210;Trignac;8101
44211;La Turballe;4889
44212;Vallet;9412
44213;Loireauxence;7533
44214;Vay;2051
44215;Vertou;25879
44216;Vieillevigne;4040
44217;Vigneux-de-Bretagne;6328
44218;Villepot;684
44220;Vue;1632
44221;La Chevallerais;1536
44222;La Roche-Blanche;1241
44223;Geneston;3688
44224;La Grigonnais;1748
45001;Adon;197
45002;Aillant-sur-Milleron;376
45004;Amilly;13279
45005;Andonville;262
45006;Ardon;1128
45008;Artenay;1969
45009;Aschères-le-Marché;1143
45010;Ascoux;1075
45011;Attray;208
45012;Audeville;181
45013;Augerville-la-Rivière;225
45014;Aulnay-la-Rivière;499
45015;Autruy-sur-Juine;710
45016;Autry-le-Châtel;931
45017;Auvilliers-en-Gâtinais;339
45018;Auxy;965
45019;Baccon;651
45020;Le Bardon;979
45021;Barville-en-Gâtinais;309
45022;Batilly-en-Gâtinais;444
45023;Batilly-en-Puisaye;111
45024;Baule;2045
45025;Bazoches-les-Gallerandes;1526
45026;Bazoches-sur-le-Betz;980
45027;Beauchamps-sur-Huillard;390
45028;Beaugency;7384
45029;Beaulieu-sur-Loire;1779
45030;Beaune-la-Rolande;2006
45031;Bellegarde;1446
45032;Le Bignon-Mirabeau;316
45033;Boësses;368
45034;Boigny-sur-Bionne;2105
45035;Boiscommun;1125
45036;Boismorand;848
45037;Boisseaux;508
45038;Bondaroy;416
45039;Bonnée;706
45040;Bonny-sur-Loire;1861
45041;Bordeaux-en-Gâtinais;108
45042;Les Bordes;1895
45043;Bou;1013
45044;Bougy-lez-Neuville;162
45045;Bouilly-en-Gâtinais;311
45046;Boulay-les-Barres;1057
45047;Bouzonville-aux-Bois;414
45049;Bouzy-la-Forêt;1216
45050;Boynes;1326
45051;Bray-Saint-Aignan;1740
45052;Breteau;99
45053;Briare;5212
45054;Briarres-sur-Essonne;540
45055;Bricy;556
45056;Bromeilles;319
45058;Bucy-le-Roi;178
45059;Bucy-Saint-Liphard;191
45060;La Bussière;779
45061;Cepoy;2400
45062;Cercottes;1501
45063;Cerdon;924
45064;Cernoy-en-Berry;442
45065;Césarville-Dossainville;224
45066;Chailly-en-Gâtinais;677
45067;Chaingy;3987
45068;Châlette-sur-Loing;12743
45069;Chambon-la-Forêt;954
45070;Champoulet;58
45072;Chanteau;1652
45073;Chantecoq;494
45074;La Chapelle-Onzerain;111
45075;La Chapelle-Saint-Mesmin;10095
45076;La Chapelle-Saint-Sépulcre;228
45077;La Chapelle-sur-Aveyron;622
45078;Chapelon;252
45079;Le Charme;157
45080;Charmont-en-Beauce;341
45081;Charsonville;612
45082;Châteauneuf-sur-Loire;8382
45083;Château-Renard;2106
45084;Châtenoy;436
45085;Châtillon-Coligny;1869
45086;Châtillon-le-Roi;277
45087;Châtillon-sur-Loire;3122
45088;Chaussy;287
45089;Chécy;8699
45091;Chevannes;317
45092;Chevillon-sur-Huillard;1465
45093;Chevilly;2634
45094;Chevry-sous-le-Bignon;225
45095;Chilleurs-aux-Bois;2096
45096;Les Choux;529
45097;Chuelles;1217
45098;Cléry-Saint-André;3466
45099;Coinces;506
45100;Combleux;500
45101;Combreux;274
45102;Conflans-sur-Loing;355
45103;Corbeilles;1556
45104;Corquilleroy;2822
45105;Cortrat;77
45107;Coudroy;315
45108;Coullons;2293
45109;Coulmiers;544
45110;Courcelles-le-Roi;313
45111;Courcy-aux-Loges;452
45112;La Cour-Marigny;342
45113;Courtemaux;262
45114;Courtempierre;229
45115;Courtenay;3848
45116;Cravant;945
45118;Crottes-en-Pithiverais;331
45119;Dadonville;2404
45120;Dammarie-en-Puisaye;171
45121;Dammarie-sur-Loing;472
45122;Dampierre-en-Burly;1424
45123;Darvoy;1875
45124;Desmonts;175
45125;Dimancheville;111
45126;Donnery;2854
45127;Dordives;3272
45129;Douchy-Montcorbon;1346
45130;Dry;1407
45131;Échilleuses;386
45132;Égry;354
45133;Engenville;563
45134;Épieds-en-Beauce;1419
45135;Erceville;305
45136;Ervauville;545
45137;Escrennes;726
45138;Escrignelles;51
45139;Estouy;494
45141;Faverelles;156
45142;Fay-aux-Loges;3792
45143;Feins-en-Gâtinais;32
45144;Férolles;1139
45145;Ferrières-en-Gâtinais;3712
45146;La Ferté-Saint-Aubin;7371
45147;Fleury-les-Aubrais;21104
45148;Fontenay-sur-Loing;1710
45149;Foucherolles;270
45150;Fréville-du-Gâtinais;183
45151;Gaubertin;250
45152;Gémigny;213
45153;Germigny-des-Prés;727
45154;Gidy;2043
45155;Gien;13305
45156;Girolles;595
45157;Givraines;413
45158;Gondreville;318
45159;Grangermont;188
45160;Greneville-en-Beauce;709
45161;Griselles;799
45162;Guigneville;525
45164;Guilly;661
45165;Gy-les-Nonains;609
45166;Huêtre;285
45167;Huisseau-sur-Mauves;1728
45168;Ingrannes;550
45169;Ingré;9541
45170;Intville-la-Guétard;167
45171;Isdes;545
45173;Jargeau;4688
45174;Jouy-en-Pithiverais;262
45175;Jouy-le-Potier;1504
45176;Juranville;426
45177;Laas;238
45178;Ladon;1385
45179;Lailly-en-Val;3101
45180;Langesse;82
45181;Léouville;89
45182;Ligny-le-Ribault;1238
45183;Lion-en-Beauce;133
45184;Lion-en-Sullias;394
45185;Lombreuil;298
45186;Lorcy;589
45187;Lorris;2988
45188;Loury;2515
45189;Louzouer;248
45191;Le Malesherbois;8004
45193;Marcilly-en-Villette;2145
45194;Mardié;2938
45195;Mareau-aux-Bois;559
45196;Mareau-aux-Prés;1576
45197;Marigny-les-Usages;1755
45198;Marsainvilliers;304
45199;Melleroy;500
45200;Ménestreau-en-Villette;1401
45201;Mérinville;177
45202;Messas;1009
45203;Meung-sur-Loire;6567
45204;Mézières-lez-Cléry;840
45205;Mézières-en-Gâtinais;257
45206;Mignères;320
45207;Mignerette;389
45208;Montargis;14738
45209;Montbarrois;302
45210;Montbouy;733
45212;Montcresson;1261
45213;Montereau;626
45214;Montigny;238
45215;Montliard;247
45216;Mormant-sur-Vernisson;128
45217;Morville-en-Beauce;166
45218;Le Moulinet-sur-Solin;112
45219;Moulon;192
45220;Nancray-sur-Rimarde;574
45222;Nargis;1469
45223;Nesploy;360
45224;Neuville-aux-Bois;4978
45225;La Neuville-sur-Essonne;351
45226;Neuvy-en-Sullias;1356
45227;Nevoy;1164
45228;Nibelle;1189
45229;Nogent-sur-Vernisson;2575
45230;Noyers;731
45231;Oison;129
45232;Olivet;22503
45233;Ondreville-sur-Essonne;399
45234;Orléans;117026
45235;Ormes;4194
45237;Orville;125
45238;Ousson-sur-Loire;691
45239;Oussoy-en-Gâtinais;415
45240;Outarville;1322
45241;Ouvrouer-les-Champs;542
45242;Ouzouer-des-Champs;277
45243;Ouzouer-sous-Bellegarde;313
45244;Ouzouer-sur-Loire;2593
45245;Ouzouer-sur-Trézée;1118
45246;Pannecières;131
45247;Pannes;3694
45248;Patay;2270
45249;Paucourt;907
45250;Pers-en-Gâtinais;248
45251;Pierrefitte-ès-Bois;306
45252;Pithiviers;9067
45253;Pithiviers-le-Vieil;1747
45254;Poilly-lez-Gien;2419
45255;Préfontaines;438
45256;Presnoy;248
45257;Pressigny-les-Pins;510
45258;Puiseaux;3413
45259;Quiers-sur-Bézonde;1128
45260;Ramoulu;250
45261;Rebréchien;1306
45262;Rouvray-Sainte-Croix;139
45263;Rouvres-Saint-Jean;297
45264;Rozières-en-Beauce;182
45265;Rozoy-le-Vieil;405
45266;Ruan;202
45268;Saint-Aignan-le-Jaillard;614
45269;Saint-Ay;3607
45270;Saint-Benoît-sur-Loire;2004
45271;Saint-Brisson-sur-Loire;962
45272;Saint-Cyr-en-Val;3313
45273;Saint-Denis-de-l'Hôtel;3028
45274;Saint-Denis-en-Val;7633
45275;Saint-Firmin-des-Bois;466
45276;Saint-Firmin-sur-Loire;510
45277;Saint-Florent;451
45278;Sainte-Geneviève-des-Bois;1065
45279;Saint-Germain-des-Prés;1891
45280;Saint-Gondon;1079
45281;Saint-Hilaire-les-Andrésis;950
45282;Saint-Hilaire-Saint-Mesmin;3099
45283;Saint-Hilaire-sur-Puiseaux;159
45284;Saint-Jean-de-Braye;21396
45285;Saint-Jean-de-la-Ruelle;16570
45286;Saint-Jean-le-Blanc;9225
45288;Saint-Loup-des-Vignes;396
45289;Saint-Lyé-la-Forêt;1216
45290;Saint-Martin-d'Abbat;1789
45291;Saint-Martin-sur-Ocre;1232
45292;Saint-Maurice-sur-Aveyron;852
45293;Saint-Maurice-sur-Fessard;1151
45294;Saint-Michel;141
45296;Saint-Péravy-la-Colombe;749
45297;Saint-Père-sur-Loire;1025
45298;Saint-Pryvé-Saint-Mesmin;6170
45299;Saint-Sigismond;270
45300;Sandillon;4186
45301;Santeau;397
45302;Saran;16598
45303;Sceaux-du-Gâtinais;626
45305;Seichebrières;214
45306;La Selle-en-Hermoy;781
45307;La Selle-sur-le-Bied;1090
45308;Semoy;3217
45309;Sennely;702
45310;Sermaises;1691
45311;Sigloy;659
45312;Solterre;475
45313;Sougy;813
45314;Sully-la-Chapelle;451
45315;Sully-sur-Loire;5141
45316;Sury-aux-Bois;789
45317;Tavers;1351
45320;Thignonville;420
45321;Thimory;699
45322;Thorailles;188
45323;Thou;220
45324;Tigy;2381
45325;Tivernon;291
45326;Tournoisis;389
45327;Traînou;3445
45328;Treilles-en-Gâtinais;293
45329;Triguères;1282
45330;Trinay;215
45331;Vannes-sur-Cosson;614
45332;Varennes-Changy;1492
45333;Vennecy;1974
45334;Vieilles-Maisons-sur-Joudry;632
45335;Vienne-en-Val;1938
45336;Viglain;867
45337;Villamblain;284
45338;Villemandeur;6835
45339;Villemoutiers;483
45340;Villemurlin;563
45341;Villeneuve-sur-Conie;197
45342;Villereau;398
45343;Villevoques;206
45344;Villorceau;1084
45345;Vimory;1118
45346;Vitry-aux-Loges;2269
45347;Vrigny;811
45348;Yèvre-la-Ville;694
46001;Albas;523
46002;Albiac;72
46003;Alvignac;692
46004;Anglars;227
46005;Anglars-Juillac;332
46006;Anglars-Nozac;389
46007;Arcambal;986
46008;Les Arques;218
46009;Assier;661
46010;Aujols;370
46011;Autoire;363
46012;Aynac;554
46013;Bach;185
46015;Bagnac-sur-Célé;1473
46016;Baladou;384
46017;Bannes;144
46018;Le Bastit;133
46020;Beauregard;230
46021;Béduer;697
46022;Bélaye;209
46023;Belfort-du-Quercy;515
46024;Belmont-Bretenoux;404
46026;Belmont-Sainte-Foi;122
46027;Berganty;122
46028;Bétaille;1069
46029;Biars-sur-Cère;1998
46030;Bio;337
46031;Blars;131
46032;Boissières;403
46033;Porte-du-Quercy;560
46034;Le Bourg;306
46035;Boussac;180
46036;Le Bouyssou;125
46037;Bouziès;93
46038;Bretenoux;1370
46039;Brengues;211
46040;Cabrerets;225
46041;Cadrieu;155
46042;Cahors;20159
46043;Cahus;199
46044;Caillac;600
46045;Cajarc;1117
46046;Calamane;460
46047;Calès;168
46049;Calvignac;215
46050;Cambayrac;135
46051;Cambes;374
46052;Camboulit;257
46053;Camburat;424
46054;Caniac-du-Causse;393
46055;Capdenac;1112
46056;Carayac;106
46057;Cardaillac;622
46058;Carennac;413
46059;Carlucet;224
46060;Carnac-Rouffiac;229
46061;Cassagnes;177
46062;Castelfranc;429
46063;Castelnau Montratier-Sainte Alauzie;1836
46064;Catus;914
46065;Cavagnac;426
46066;Cazals;643
46068;Cénevières;167
46069;Cézac;169
46070;Cieurac;599
46072;Concorès;303
46073;Concots;415
46074;Condat;412
46075;Corn;239
46076;Cornac;347
46078;Couzou;96
46079;Cras;102
46080;Crayssac;781
46081;Crégols;72
46082;Cremps;366
46083;Cressensac-Sarrazac;1125
46084;Creysse;307
46085;Cuzac;238
46086;Cuzance;640
46087;Dégagnac;649
46088;Douelle;825
46089;Duravel;947
46090;Durbans;152
46091;Escamps;208
46092;Esclauzels;219
46093;Espagnac-Sainte-Eulalie;86
46094;Espédaillac;267
46095;Espère;1040
46096;Espeyroux;96
46097;Estal;109
46098;Fajoles;306
46100;Faycelles;697
46101;Felzins;473
46102;Figeac;9784
46103;Saint-Paul-Flaugnac;994
46104;Flaujac-Gare;91
46105;Flaujac-Poujols;792
46106;Floirac;239
46107;Floressas;173
46108;Fons;409
46109;Fontanes;513
46111;Fourmagnac;171
46112;Francoulès;250
46113;Frayssinet;306
46114;Frayssinet-le-Gélat;365
46115;Frayssinhes;161
46116;Frontenac;71
46117;Gagnac-sur-Cère;667
46118;Gignac;674
46119;Gigouzac;299
46120;Gindou;343
46121;Ginouillac;142
46122;Gintrac;105
46123;Girac;360
46124;Glanes;297
46125;Gorses;329
46126;Goujounac;217
46127;Gourdon;3959
46128;Gramat;3480
46129;Gréalou;290
46130;Grézels;226
46131;Grèzes;166
46132;Issendolus;516
46133;Issepts;269
46134;Les Junies;267
46135;Labastide-du-Haut-Mont;48
46136;Labastide-du-Vert;272
46137;Labastide-Marnhac;1274
46138;Cœur de Causse;900
46139;Labathude;201
46140;Laburgade;362
46142;Lacapelle-Cabanac;173
46143;Lacapelle-Marival;1285
46144;Lacave;249
46145;Lachapelle-Auzac;794
46146;Ladirat;93
46147;Lagardelle;128
46148;Lalbenque;1836
46149;Lamagdelaine;703
46151;Lamothe-Cassel;115
46152;Lamothe-Fénelon;302
46153;Lanzac;578
46154;Laramière;351
46155;Larnagol;137
46156;Bellefont-La Rauze;1213
46157;Larroque-Toirac;133
46159;Latouille-Lentillac;228
46160;Latronquière;419
46161;Lauresses;246
46162;Lauzès;205
46163;Laval-de-Cère;285
46164;Lavercantière;252
46165;Lavergne;471
46167;Lentillac-du-Causse;110
46168;Lentillac-Saint-Blaise;190
46169;Léobard;203
46170;Leyme;924
46171;Lherm;228
46172;Lhospitalet;502
46173;Limogne-en-Quercy;773
46174;Linac;235
46175;Lissac-et-Mouret;926
46176;Livernon;709
