Insee - Statistiques locales; ; 
Référentiel géographique : France par commune; ; 
Code;Libellé;Population municipale 2020
39537;Trenal;461
39538;Uxelles;61
39539;Vadans;296
39540;Valempoulières;189
39543;Vannoz;219
39545;Le Vaudioux;170
39546;Vaudrey;355
39547;Vaux-lès-Saint-Claude;677
39548;Vaux-sur-Poligny;73
39550;Verges;193
39551;Véria;115
39552;Vernantois;297
39553;Le Vernois;289
39554;Vers-en-Montagne;227
39555;Vers-sous-Sellières;252
39556;Vertamboz;95
39557;Vescles;184
39558;Vevy;297
39559;La Vieille-Loye;392
39560;Villard-Saint-Sauveur;604
39561;Villards-d'Héria;385
39565;Villeneuve-d'Aval;89
39567;Villeneuve-sous-Pymont;298
39568;Villerserine;38
39569;Villers-Farlay;676
39570;Villers-les-Bois;222
39571;Villers-Robert;235
39572;Villette-lès-Arbois;390
39573;Villette-lès-Dole;781
39574;Villevieux;711
39575;Le Villey;89
39576;Val-Sonnette;936
39577;Vincent-Froideville;395
39579;Viry;890
39581;Vitreux;273
39582;Voiteur;785
39583;Vosbles-Valfin;184
39584;Vriange;162
39585;Vulvoz;20
39586;Aresches;28
40001;Aire-sur-l'Adour;6197
40002;Amou;1565
40003;Angoumé;271
40004;Angresse;2193
40005;Arboucave;202
40006;Arengosse;706
40007;Argelos;166
40008;Argelouse;99
40011;Arsague;329
40012;Artassenx;263
40013;Arthez-d'Armagnac;97
40014;Arue;358
40015;Arx;46
40016;Aubagnan;260
40017;Audignon;393
40018;Audon;388
40019;Aureilhan;1068
40020;Aurice;625
40021;Azur;904
40022;Bahus-Soubiran;395
40023;Baigts;345
40024;Banos;263
40025;Bascons;843
40026;Bas-Mauco;374
40027;Bassercles;155
40028;Bastennes;257
40029;Bats;317
40030;Baudignan;50
40031;Bégaar;1198
40032;Belhade;211
40033;Bélis;159
40034;Bélus;605
40035;Bénesse-lès-Dax;569
40036;Bénesse-Maremne;3748
40037;Benquet;1878
40038;Bergouey;108
40039;Betbezer-d'Armagnac;152
40040;Beylongue;373
40041;Beyries;128
40042;Biarrotte;342
40043;Bias;766
40044;Biaudos;953
40046;Biscarrosse;14034
40047;Bonnegarde;264
40049;Bordères-et-Lamensans;397
40050;Bostens;209
40051;Bougue;842
40052;Bourdalat;210
40053;Bourriot-Bergonce;306
40054;Brassempouy;263
40055;Bretagne-de-Marsan;1643
40056;Brocas;763
40057;Buanes;248
40058;Cachen;227
40059;Cagnotte;765
40060;Callen;139
40061;Campagne;994
40062;Campet-et-Lamolère;523
40063;Candresse;831
40064;Canenx-et-Réaut;170
40065;Capbreton;9181
40066;Carcarès-Sainte-Croix;538
40067;Carcen-Ponson;636
40068;Cassen;584
40069;Castaignos-Souslens;416
40070;Castandet;406
40071;Castelnau-Chalosse;605
40072;Castelnau-Tursan;186
40073;Castelner;119
40074;Castel-Sarrazin;558
40075;Castets;2497
40076;Cauna;436
40077;Cauneille;799
40078;Caupenne;395
40079;Cazalis;135
40080;Cazères-sur-l'Adour;1128
40081;Cère;408
40082;Classun;252
40083;Clèdes;120
40084;Clermont;745
40085;Commensacq;429
40086;Coudures;536
40087;Créon-d'Armagnac;353
40088;Dax;21044
40089;Doazit;856
40090;Donzacq;462
40091;Duhort-Bachen;646
40092;Dumes;221
40093;Escalans;253
40094;Escource;751
40095;Estibeaux;703
40096;Estigarde;103
40097;Eugénie-les-Bains;460
40098;Eyres-Moncube;353
40099;Fargues;323
40100;Le Frêche;409
40101;Gaas;474
40102;Gabarret;1277
40103;Gaillères;634
40104;Gamarde-les-Bains;1460
40105;Garein;433
40106;Garrey;216
40108;Gastes;869
40109;Gaujacq;433
40110;Geaune;750
40111;Geloux;702
40112;Gibret;100
40113;Goos;528
40114;Gourbera;359
40115;Gousse;287
40116;Gouts;274
40117;Grenade-sur-l'Adour;2443
40118;Habas;1470
40119;Hagetmau;4631
40120;Hastingues;598
40121;Hauriet;276
40122;Haut-Mauco;981
40123;Herm;1158
40124;Herré;140
40125;Heugas;1371
40126;Hinx;1881
40127;Hontanx;616
40128;Horsarrieu;698
40129;Josse;914
40130;Labastide-Chalosse;160
40131;Labastide-d'Armagnac;689
40132;Labatut;1417
40133;Labenne;6934
40134;Labouheyre;2795
40135;Labrit;863
40136;Lacajunte;156
40137;Lacquy;285
40138;Lacrabe;283
40139;Laglorieuse;555
40140;Lagrange;191
40141;Lahosse;291
40142;Laluque;1054
40143;Lamothe;302
40144;Larbey;245
40145;Larrivière-Saint-Savin;594
40146;Latrille;165
40147;Laurède;370
40148;Lauret;82
40149;Lencouacq;373
40150;Léon;1932
40151;Lesgor;432
40152;Lesperon;1026
40153;Le Leuy;231
40154;Lévignacq;312
40155;Linxe;1513
40156;Liposthey;566
40157;Lit-et-Mixe;1682
40158;Losse;274
40159;Louer;320
40160;Lourquen;180
40161;Lubbon;84
40162;Lucbardez-et-Bargues;575
40163;Lüe;581
40164;Retjons;362
40165;Luglon;380
40166;Lussagnet;75
40167;Luxey;654
40168;Magescq;2450
40169;Maillas;126
40170;Maillères;231
40171;Mano;120
40172;Mant;267
40173;Marpaps;139
40174;Mauries;85
40175;Maurrin;444
40176;Mauvezin-d'Armagnac;86
40177;Maylis;311
40178;Mazerolles;642
40179;Mées;1841
40180;Meilhan;1158
40181;Messanges;986
40182;Mézos;831
40183;Mimbaste;965
40184;Mimizan;7321
40185;Miramont-Sensacq;354
40186;Misson;822
40187;Moliets-et-Maa;1225
40188;Momuy;475
40189;Monget;82
40190;Monségur;390
40191;Montaut;616
40192;Mont-de-Marsan;29953
40193;Montégut;76
40194;Montfort-en-Chalosse;1193
40195;Montgaillard;611
40196;Montsoué;565
40197;Morcenx-la-Nouvelle;4976
40198;Morganx;173
40199;Mouscardès;269
40200;Moustey;669
40201;Mugron;1329
40202;Narrosse;3259
40203;Nassiet;320
40204;Nerbis;267
40205;Nousse;247
40206;Oeyregave;317
40207;Oeyreluy;1507
40208;Onard;365
40209;Ondres;5519
40210;Onesse-Laharie;1032
40211;Orist;762
40212;Orthevielle;1028
40213;Orx;640
40214;Ossages;499
40215;Ousse-Suzan;286
40216;Ozourt;197
40217;Parentis-en-Born;6928
40218;Parleboscq;488
40219;Payros-Cazautets;107
40220;Pécorade;138
40221;Perquie;339
40222;Pey;744
40223;Peyre;230
40224;Peyrehorade;3637
40225;Philondenx;196
40226;Pimbo;203
40227;Pissos;1453
40228;Pomarez;1579
40229;Pontenx-les-Forges;1673
40230;Pontonx-sur-l'Adour;2899
40231;Port-de-Lanne;1195
40232;Poudenx;220
40233;Pouillon;3105
40234;Pouydesseaux;899
40235;Poyanne;693
40236;Poyartin;781
40237;Préchacq-les-Bains;776
40238;Pujo-le-Plan;623
40239;Puyol-Cazalet;104
40240;Renung;507
40242;Rimbez-et-Baudiets;104
40243;Rion-des-Landes;3065
40244;Rivière-Saas-et-Gourby;1324
40245;Roquefort;1927
40246;Sabres;1163
40247;Saint-Agnet;179
40248;Saint-André-de-Seignanx;1890
40249;Saint-Aubin;501
40250;Saint-Avit;703
40251;Saint-Barthélemy;420
40252;Sainte-Colombe;630
40253;Saint-Cricq-Chalosse;647
40254;Saint-Cricq-du-Gave;431
40255;Saint-Cricq-Villeneuve;469
40256;Saint-Étienne-d'Orthe;713
40257;Sainte-Eulalie-en-Born;1340
40258;Sainte-Foy;252
40259;Saint-Gein;428
40260;Saint-Geours-d'Auribat;417
40261;Saint-Geours-de-Maremne;2812
40262;Saint-Gor;317
40263;Saint-Jean-de-Lier;411
40264;Saint-Jean-de-Marsacq;1755
40265;Saint-Julien-d'Armagnac;111
40266;Saint-Julien-en-Born;1687
40267;Saint-Justin;1008
40268;Saint-Laurent-de-Gosse;699
40269;Saint-Lon-les-Mines;1233
40270;Saint-Loubouer;442
40271;Sainte-Marie-de-Gosse;1201
40272;Saint-Martin-de-Hinx;1659
40273;Saint-Martin-de-Seignanx;6033
40274;Saint-Martin-d'Oney;1370
40275;Saint-Maurice-sur-Adour;617
40276;Saint-Michel-Escalus;316
40277;Saint-Pandelon;713
40278;Saint-Paul-en-Born;977
40279;Saint-Paul-lès-Dax;14126
40280;Saint-Perdon;1722
40281;Saint-Pierre-du-Mont;9726
40282;Saint-Sever;4927
40283;Saint-Vincent-de-Paul;3337
40284;Saint-Vincent-de-Tyrosse;7798
40285;Saint-Yaguen;625
40286;Samadet;1131
40287;Sanguinet;4487
40288;Sarbazan;1153
40289;Sarraziet;254
40290;Sarron;107
40291;Saubion;1780
40292;Saubrigues;1543
40293;Saubusse;1100
40294;Saugnac-et-Cambran;1569
40295;Saugnac-et-Muret;1130
40296;Seignosse;3890
40297;Le Sen;233
40298;Serres-Gaston;398
40299;Serreslous-et-Arribans;189
40300;Seyresse;996
40301;Siest;138
40303;Solférino;335
40304;Soorts-Hossegor;3497
40305;Sorbets;191
40306;Sorde-l'Abbaye;619
40307;Sore;1156
40308;Sort-en-Chalosse;889
40309;Souprosse;1134
40310;Soustons;8318
40311;Taller;655
40312;Tarnos;12914
40313;Tartas;3209
40314;Tercis-les-Bains;1283
40315;Téthieu;777
40316;Tilh;836
40317;Tosse;3308
40318;Toulouzette;323
40319;Trensacq;255
40320;Uchacq-et-Parentis;602
40321;Urgons;243
40322;Uza;203
40323;Vert;246
40324;Vicq-d'Auribat;258
40325;Vielle-Tursan;278
40326;Vielle-Saint-Girons;1438
40327;Vielle-Soubiran;224
40328;Vieux-Boucau-les-Bains;1637
40329;Le Vignau;479
40330;Villenave;311
40331;Villeneuve-de-Marsan;2445
40332;Ychoux;2323
40333;Ygos-Saint-Saturnin;1344
40334;Yzosse;377
41001;Ambloy;190
41002;Angé;812
41003;Areines;590
41004;Artins;264
41006;Autainville;444
41007;Authon;742
41008;Avaray;718
41009;Averdon;683
41010;Azé;1005
41012;Baillou;204
41013;Bauzy;273
41014;Beauchêne;160
41016;Billy;1056
41017;Binas;653
41018;Blois;46660
41019;Boisseau;93
41020;Bonneveau;458
41022;Bouffry;132
41024;Boursay;180
41025;Bracieux;1321
41026;Brévainville;170
41027;Briou;143
41028;Busloup;482
41029;Candé-sur-Beuvron;1504
41030;Cellé;226
41031;Cellettes;2671
41032;Chailles;2683
41034;Chambord;92
41035;Champigny-en-Beauce;619
41036;Chaon;450
41037;La Chapelle-Enchérie;210
41038;La Chapelle-Montmartin;411
41039;La Chapelle-Saint-Martin-en-Plaine;684
41040;La Chapelle-Vendômoise;800
41041;La Chapelle-Vicomtesse;158
41042;Châteauvieux;534
41043;Châtillon-sur-Cher;1679
41044;Châtres-sur-Cher;1110
41045;Chaumont-sur-Loire;1082
41046;Chaumont-sur-Tharonne;1064
41047;La Chaussée-Saint-Victor;4519
41048;Chauvigny-du-Perche;229
41049;Chémery;935
41050;Cheverny;918
41051;Chissay-en-Touraine;1075
41052;Chitenay;1112
41053;Choue;527
41054;Choussy;342
41055;Valloire-sur-Cisse;2401
41057;Conan;167
41058;Concriers;188
41059;Le Controis-en-Sologne;6663
41060;Cormenon;711
41061;Cormeray;1553
41062;Couddes;545
41063;Couffy;494
41065;Coulommiers-la-Tour;574
41066;Courbouzon;431
41067;Cour-Cheverny;2781
41068;Courmemin;498
41069;Cour-sur-Loire;249
41070;Vallée-de-Ronsard;518
41071;Crouy-sur-Cosson;548
41072;Crucheray;407
41073;Danzé;677
41074;Dhuizon;1214
41075;Droué;1013
41077;Épiais;127
41078;Épuisay;823
41079;Les Essarts;101
41080;Faverolles-sur-Cher;1397
41081;Faye;225
41083;La Ferté-Beauharnais;560
41084;La Ferté-Imbault;962
41085;La Ferté-Saint-Cyr;1056
41086;Fontaines-en-Sologne;648
41087;Fontaine-les-Coteaux;328
41088;Fontaine-Raoul;235
41089;La Fontenelle;206
41090;Fortan;254
41091;Fossé;1307
41093;Françay;272
41094;Fresnes;1173
41095;Fréteval;1053
41096;Le Gault-du-Perche;335
41097;Gièvres;2367
41098;Gombergean;170
41099;Gy-en-Sologne;495
41100;Les Hayes;169
41101;Herbault;1156
41102;Houssay;384
41103;Huisseau-en-Beauce;413
41104;Huisseau-sur-Cosson;2322
41105;Josnes;856
41106;Lamotte-Beuvron;4611
41107;Lancé;476
41108;Lancôme;122
41109;Landes-le-Gaulois;740
41110;Langon-sur-Cher;830
41112;Lassay-sur-Croisne;242
41113;Lavardin;178
41114;Lestiou;282
41115;Lignières;398
41116;Lisle;198
41118;Loreux;196
41119;Lorges;342
41120;Lunay;1250
41121;La Madeleine-Villefrouin;32
41122;Maray;236
41123;Marchenoir;679
41124;Marcilly-en-Beauce;332
41125;Marcilly-en-Gault;717
41126;Mareuil-sur-Cher;1159
41127;La Marolle-en-Sologne;336
41128;Marolles;717
41129;Maslives;698
41130;Maves;669
41131;Mazangé;819
41132;Méhers;317
41134;Menars;630
41135;Mennetou-sur-Cher;877
41136;Mer;6211
41137;Mesland;570
41138;Meslay;313
41139;Meusnes;1093
41140;Millançay;718
41141;Moisy;363
41142;Valencisse;2331
41143;Mondoubleau;1310
41144;Monteaux;727
41145;Monthou-sur-Bièvre;794
41146;Monthou-sur-Cher;958
41147;Les Montils;1914
41148;Montlivault;1305
41149;Montoire-sur-le-Loir;3698
41150;Mont-près-Chambord;3309
41151;Montrichard Val de Cher;3675
41152;Montrieux-en-Sologne;633
41153;Montrouveau;149
41154;Morée;1084
41155;Muides-sur-Loire;1234
41156;Mulsans;527
41157;Mur-de-Sologne;1517
41158;Naveil;2423
41159;Neung-sur-Beuvron;1243
41160;Neuvy;321
41161;Nouan-le-Fuzelier;2321
41163;Nourray;121
41164;Noyers-sur-Cher;2708
41166;Oisly;385
41167;Veuzain-sur-Loire;3401
41168;Orçay;235
41171;Oucques La Nouvelle;1702
41172;Ouzouer-le-Doyen;224
41173;Beauce la Romaine;3436
41174;Périgny;174
41175;Pezou;1113
41176;Pierrefitte-sur-Sauldre;739
41177;Le Plessis-Dorin;158
41178;Le Plessis-l'Échelle;61
41179;Le Poislay;189
41180;Pontlevoy;1518
41181;Pouillé;801
41182;Pray;282
41184;Prunay-Cassereau;601
41185;Pruniers-en-Sologne;2304
41186;Rahart;301
41187;Renay;176
41188;Rhodon;117
41189;Rilly-sur-Loire;474
41190;Rocé;220
41191;Roches;67
41192;Les Roches-l'Évêque;266
41193;Romilly;140
41194;Romorantin-Lanthenay;18206
41195;Rougeou;148
41196;Ruan-sur-Egvonne;80
41198;Saint-Aignan;2839
41199;Saint-Amand-Longpré;1205
41200;Sainte-Anne;477
41201;Saint-Arnoult;320
41203;Saint-Bohaire;492
41204;Saint-Claude-de-Diray;1789
41205;Saint-Cyr-du-Gault;175
41206;Saint-Denis-sur-Loire;876
41207;Saint-Dyé-sur-Loire;1141
41208;Saint-Étienne-des-Guérets;114
41209;Saint-Firmin-des-Prés;793
41211;Saint-Georges-sur-Cher;2735
41212;Saint-Gervais-la-Forêt;3166
41213;Saint-Gourgon;100
41214;Saint-Hilaire-la-Gravelle;669
41215;Saint-Jacques-des-Guérets;96
41216;Saint-Jean-Froidmentel;543
41217;Saint-Julien-de-Chédon;751
41218;Saint-Julien-sur-Cher;764
41219;Saint-Laurent-des-Bois;322
41220;Saint-Laurent-Nouan;4299
41221;Saint-Léonard-en-Beauce;646
41222;Saint-Loup;370
41223;Saint-Lubin-en-Vergonnois;781
41224;Saint-Marc-du-Cor;178
41225;Saint-Martin-des-Bois;574
41226;Saint-Ouen;3056
41228;Saint-Rimay;294
41229;Saint-Romain-sur-Cher;1458
41230;Saint-Sulpice-de-Pommeray;1833
41231;Saint-Viâtre;1181
41232;Salbris;4925
41233;Sambin;880
41234;Santenay;289
41235;Sargé-sur-Braye;1010
41236;Sasnières;90
41237;Sassay;1055
41238;Savigny-sur-Braye;1968
41239;Seigy;1002
41241;Selles-Saint-Denis;1342
41242;Selles-sur-Cher;4459
41243;Selommes;808
41245;Séris;381
41246;Seur;481
41247;Soings-en-Sologne;1618
41248;Couëtron-au-Perche;1031
41249;Souesmes;1042
41250;Sougé;481
41251;Souvigny-en-Sologne;538
41252;Suèvres;1548
41253;Talcy;268
41254;Le Temple;182
41255;Ternay;330
41256;Theillay;1244
41258;Thésée;1153
41259;Thoré-la-Rochette;824
41260;Thoury;418
41261;Tourailles;132
41262;Tour-en-Sologne;1119
41265;Troo;281
41266;Valaire;83
41267;Vallières-les-Grandes;941
41268;Veilleins;157
41269;Vendôme;15680
41271;Vernou-en-Sologne;606
41273;Vievy-le-Rayé;457
41274;Villavard;126
41275;La Ville-aux-Clercs;1253
41276;Villebarou;2490
41277;Villebout;118
41278;Villechauve;258
41279;Villedieu-le-Château;390
41280;Villefranche-sur-Cher;2647
41281;Villefrancœur;422
41282;Villeherviers;428
41283;Villemardy;272
41284;Villeneuve-Frouville;64
41285;Villeny;487
41286;Villeporcher;149
41287;Villerable;498
41288;Villerbon;810
41289;Villermain;388
41290;Villeromain;234
41291;Villetrun;318
41292;Villexanton;200
41293;Villiersfaux;247
41294;Villiers-sur-Loir;1117
41295;Vineuil;8084
41296;Vouzon;1453
41297;Yvoy-le-Marron;780
42001;Aboën;462
42002;Ailleux;178
42003;Ambierle;1898
42005;Andrézieux-Bouthéon;10108
42006;Apinac;397
42007;Arcinges;216
42008;Arcon;111
42009;Arthun;525
42010;Aveizieux;1678
42011;Balbigny;2837
42012;Bard;682
42013;Bellegarde-en-Forez;1987
42014;Belleroche;314
42015;Belmont-de-la-Loire;1467
42016;La Bénisson-Dieu;423
42017;Le Bessat;479
42018;Bessey;460
42019;Boën-sur-Lignon;3025
42020;Boisset-lès-Montrond;1185
42021;Boisset-Saint-Priest;1259
42022;Bonson;4215
42023;Bourg-Argental;2950
42025;Boyer;197
42026;Briennon;1719
42027;Bully;398
42028;Burdignes;384
42029;Bussières;1512
42030;Bussy-Albieux;537
42031;Caloire;306
42032;Cellieu;1701
42033;Le Cergne;624
42034;Cervières;105
42035;Cezay;209
42036;Chagnon;505
42037;Chalain-d'Uzore;610
42038;Chalain-le-Comtal;721
42039;Chalmazel-Jeansagnière;453
42040;La Chamba;46
42041;Chambéon;639
42042;Chambles;1054
42043;Chambœuf;1812
42044;Le Chambon-Feugerolles;11857
42045;La Chambonie;39
42046;Champdieu;1978
42047;Champoly;324
42048;Chandon;1475
42049;Changy;662
42050;La Chapelle-en-Lafaye;138
42051;La Chapelle-Villars;536
42052;Charlieu;3714
42053;Châteauneuf;1651
42054;Châtelneuf;355
42055;Châtelus;133
42056;Chavanay;2885
42058;Chazelles-sur-Lavieu;254
42059;Chazelles-sur-Lyon;5436
42060;Chenereilles;524
42061;Cherier;553
42062;Chevrières;1158
42063;Chirassimont;399
42064;Chuyer;754
42065;Civens;1415
42066;Cleppé;521
42067;Colombier;297
42068;Combre;419
42069;Commelle-Vernay;3018
42070;Cordelle;925
42071;Le Coteau;6886
42072;La Côte-en-Couzan;64
42073;Cottance;741
42074;Coutouvre;1075
42075;Craintilleux;1356
42076;Cremeaux;912
42077;Croizet-sur-Gand;304
42078;Le Crozet;248
42079;Cuinzier;709
42081;Cuzieu;1547
42083;Dargoire;529
42084;Débats-Rivière-d'Orpra;160
42085;Doizieux;843
42086;Écoche;516
42087;Écotay-l'Olme;1230
42088;Épercieux-Saint-Paul;755
42089;Essertines-en-Châtelneuf;652
42090;Essertines-en-Donzy;490
42091;Estivareilles;684
42092;L'Étrat;2702
42093;Farnay;1364
42094;Feurs;8352
42095;Firminy;16953
42096;Fontanès;683
42097;La Fouillouse;4690
42098;Fourneaux;579
42099;Fraisses;3732
42100;La Gimond;279
42101;Graix;141
42102;Grammond;882
42103;La Grand-Croix;5100
42104;La Gresle;867
42105;Grézieux-le-Fromental;254
42106;Grézolles;243
42107;Gumières;320
42108;L'Hôpital-le-Grand;1112
42109;L'Hôpital-sous-Rochefort;108
42110;L'Horme;4766
42112;Jarnosse;414
42113;Jas;239
42115;Jonzieux;1226
42116;Juré;246
42117;Lavieu;112
42118;Lay;754
42119;Leigneux;361
42120;Lentigny;1798
42121;Lérigneux;163
42122;Lézigneux;1725
42123;Lorette;4746
42124;Lupé;299
42125;Luré;140
42126;Luriecq;1271
42127;Mably;7517
42128;Machézal;395
42129;Maclas;1827
42130;Magneux-Haute-Rive;567
42131;Maizilly;330
42132;Malleval;562
42133;Marcenod;693
42134;Marcilly-le-Châtel;1386
42135;Marclopt;543
42136;Marcoux;780
42137;Margerie-Chantagret;804
42138;Maringes;672
42139;Marlhes;1340
42140;Marols;456
42141;Mars;571
42142;Merle-Leignec;322
42143;Mizérieux;503
42145;Montagny;1100
42146;Montarcher;65
42147;Montbrison;15943
42148;Montchal;501
42149;Montrond-les-Bains;5444
42150;Montverdun;1358
42151;Mornand-en-Forez;411
42152;Nandax;559
42153;Neaux;482
42154;Néronde;467
42155;Nervieux;1015
42156;Neulise;1379
42157;Noailly;794
42158;Les Noës;211
42159;Noirétable;1577
42160;Nollieux;188
42161;Notre-Dame-de-Boisset;577
42162;Ouches;1151
42163;La Pacaudière;1054
42164;Palogneux;68
42165;Panissières;2883
42166;Parigny;631
42167;Pavezin;388
42168;Pélussin;3726
42169;Périgneux;1589
42170;Perreux;2106
42171;Pinay;284
42172;Planfoy;1062
42173;Pommiers-en-Forez;358
42174;Poncins;1168
42175;Pouilly-lès-Feurs;1207
42176;Pouilly-les-Nonains;2191
42177;Pouilly-sous-Charlieu;2562
42178;Pradines;871
42179;Pralong;863
42180;Précieux;1033
42181;Régny;1490
42182;Renaison;3209
42183;La Ricamarie;7943
42184;Riorges;10917
42185;Rivas;715
42186;Rive-de-Gier;15086
42187;Roanne;34415
42188;Roche;253
42189;Roche-la-Molière;9878
42191;Roisey;989
42192;Rozier-Côtes-d'Aurec;429
42193;Rozier-en-Donzy;1425
42194;Sail-les-Bains;201
42195;Sail-sous-Couzan;987
42196;Sainte-Agathe-en-Donzy;116
42197;Sainte-Agathe-la-Bouteresse;1044
42198;Saint-Alban-les-Eaux;916
42199;Saint-André-d'Apchon;1920
42200;Saint-André-le-Puy;1518
42201;Saint-Appolinard;694
42202;Saint-Barthélemy-Lestra;687
42203;Saint-Bonnet-des-Quarts;313
42204;Saint-Bonnet-le-Château;1497
42205;Saint-Bonnet-le-Courreau;689
42206;Saint-Bonnet-les-Oules;1718
42207;Saint-Chamond;35309
42208;Saint-Christo-en-Jarez;1909
42209;Sainte-Colombe-sur-Gand;390
42210;Sainte-Croix-en-Jarez;477
42211;Saint-Cyprien;2428
42212;Saint-Cyr-de-Favières;994
42213;Saint-Cyr-de-Valorges;310
42214;Saint-Cyr-les-Vignes;1048
42215;Saint-Denis-de-Cabanne;1265
42216;Saint-Denis-sur-Coise;667
42217;Saint-Didier-sur-Rochefort;456
42218;Saint-Étienne;174082
42219;Saint-Étienne-le-Molard;1028
42220;Saint-Forgeux-Lespinasse;606
42221;Sainte-Foy-Saint-Sulpice;531
42222;Saint-Galmier;5837
42223;Saint-Genest-Lerpt;6185
42224;Saint-Genest-Malifaux;2945
42225;Genilac;3866
42226;Saint-Georges-de-Baroille;438
42227;Saint-Georges-en-Couzan;408
42228;Saint-Georges-Haute-Ville;1465
42229;Saint-Germain-la-Montagne;225
42230;Saint-Germain-Laval;1610
42231;Saint-Germain-Lespinasse;1226
42232;Saint-Haon-le-Châtel;636
42233;Saint-Haon-le-Vieux;954
42234;Saint-Héand;3659
42235;Saint-Hilaire-Cusson-la-Valmitte;332
42236;Saint-Hilaire-sous-Charlieu;529
42237;Saint-Jean-Bonnefonds;6633
42238;Saint-Jean-la-Vêtre;324
42239;Saint-Jean-Saint-Maurice-sur-Loire;1155
42240;Saint-Jean-Soleymieux;858
42241;Saint-Jodard;391
42242;Saint-Joseph;1949
42243;Saint-Julien-d'Oddes;288
42245;Vêtre-sur-Anzon;578
42246;Saint-Julien-Molin-Molette;1146
42247;Saint-Just-en-Bas;282
42248;Saint-Just-en-Chevalet;1125
42249;Saint-Just-la-Pendue;1661
42251;Saint-Laurent-la-Conche;579
42252;Saint-Laurent-Rochefort;255
42253;Saint-Léger-sur-Roanne;1161
42254;Saint-Marcel-de-Félines;792
42255;Saint-Marcel-d'Urfé;278
42256;Saint-Marcellin-en-Forez;5027
42257;Saint-Martin-d'Estréaux;841
42259;Saint-Martin-la-Plaine;3799
42260;Saint-Martin-la-Sauveté;887
42261;Saint-Martin-Lestra;907
42262;Saint-Maurice-en-Gourgois;1819
42264;Saint-Médard-en-Forez;965
42265;Saint-Michel-sur-Rhône;869
42266;Saint-Nizier-de-Fornas;660
42267;Saint-Nizier-sous-Charlieu;1695
42268;Vézelin-sur-Loire;803
42269;Saint-Paul-d'Uzore;181
42270;Saint-Paul-en-Cornillon;1354
42271;Saint-Paul-en-Jarez;4793
42272;Saint-Pierre-de-Bœuf;1697
42273;Saint-Pierre-la-Noaille;388
42274;Saint-Polgues;263
42275;Saint-Priest-en-Jarez;6088
42276;Saint-Priest-la-Prugne;424
42277;Saint-Priest-la-Roche;337
42278;Saint-Priest-la-Vêtre;142
42279;Saint-Just-Saint-Rambert;15239
42280;Saint-Régis-du-Coin;411
42281;Saint-Rirand;132
42282;Saint-Romain-d'Urfé;239
42283;Saint-Romain-en-Jarez;1214
42284;Saint-Romain-la-Motte;1419
42285;Saint-Romain-le-Puy;4099
42286;Saint-Romain-les-Atheux;948
42287;Saint-Sauveur-en-Rue;1086
42288;Saint-Sixte;699
42289;Saint-Symphorien-de-Lay;1923
42290;Saint-Thomas-la-Garde;591
42293;Saint-Victor-sur-Rhins;1207
42294;Saint-Vincent-de-Boisset;979
42295;Les Salles;561
42296;Salt-en-Donzy;552
42297;Salvizinet;598
42298;Sauvain;373
42299;Savigneux;3448
42300;Sevelinges;646
42301;Soleymieux;707
42302;Sorbiers;8009
42303;Souternon;265
42304;Sury-le-Comtal;6706
42305;La Talaudière;7044
42306;Tarentaise;492
42307;Tartaras;926
42308;La Terrasse-sur-Dorlay;772
42310;Thélis-la-Combe;144
42311;La Tour-en-Jarez;1462
42312;La Tourette;623
42313;Trelins;667
42314;La Tuilière;285
42315;Unias;424
42316;Unieux;8448
42317;Urbise;122
42318;Usson-en-Forez;1490
42319;Valeille;690
42320;Valfleury;707
42321;La Valla-sur-Rochefort;102
42322;La Valla-en-Gier;1082
42323;Veauche;9001
42324;Veauchette;1193
42325;Vendranges;382
42326;Véranne;898
42327;Vérin;663
42328;Verrières-en-Forez;719
42329;La Versanne;379
42330;Villars;7861
42331;Villemontais;1024
42332;Villerest;5097
42333;Villers;591
42334;Violay;1235
42335;Viricelles;445
42336;Virigneux;632
42337;Vivans;224
42338;Vougy;1497
42339;Chausseterre;214
43001;Agnat;174
43002;Aiguilhe;1454
43003;Allègre;873
43004;Alleyrac;119
43005;Alleyras;153
43006;Ally;128
43007;Araules;604
43008;Arlempdes;142
43009;Arlet;23
43010;Arsac-en-Velay;1200
43011;Aubazat;180
43012;Aurec-sur-Loire;6166
43013;Vissac-Auteyrac;303
43014;Autrac;53
43015;Auvers;49
43016;Auzon;905
43017;Azérat;287
43018;Bains;1388
43019;Barges;110
43020;Bas-en-Basset;4461
43021;Beaulieu;1043
43022;Beaumont;270
43023;Beaune-sur-Arzon;207
43024;Beaux;849
43025;Beauzac;2986
43026;Bellevue-la-Montagne;448
43027;Berbezit;44
43028;Bessamorel;480
43029;La Besseyre-Saint-Mary;99
43030;Blanzac;405
43031;Blassac;134
43032;Blavozy;1703
43033;Blesle;634
43034;Boisset;358
43035;Bonneval;76
43036;Borne;406
43037;Le Bouchet-Saint-Nicolas;280
43038;Bournoncle-Saint-Pierre;1002
43039;Le Brignon;610
43040;Brioude;6537
43041;Brives-Charensac;4238
43042;Cayres;700
43043;Céaux-d'Allègre;475
43044;Cerzat;207
43045;Ceyssac;431
43046;Chadrac;2429
43047;Chadron;336
43048;La Chaise-Dieu;608
43049;Chamalières-sur-Loire;497
43050;Chambezon;126
