,LATITUDE,LONGITUDE,TIME_EVENT,COUNTRY,YEAR,NEAREST_CITY,Population municipale 2020
728,47.25,6.8,2022-06-23 15:45:00,FR,2022,Mache,4259
729,47.217,6.767,2022-06-23 15:44:00,FR,2022,Mache,4259
730,47.211,6.814,2022-06-23 15:44:00,FR,2022,Charquemont,2791
731,47.206,6.777,2022-06-23 15:42:00,FR,2022,Mache,4259
732,47.167,6.627,2022-06-23 15:33:00,FR,2022,Pierrefontaine-les-Varans,1384
733,47.2,6.7,2022-06-23 15:32:00,FR,2022,Le Russey,2446
734,47.167,6.65,2022-06-23 15:24:00,FR,2022,Le Russey,2446
735,46.6,5.633,2022-06-23 14:28:00,FR,2022,Macornay,979
736,46.2,5.217,2022-06-23 13:23:00,FR,2022,Bourg-en-Bresse,41681
737,46.202,5.274,2022-06-23 13:19:00,FR,2022,Saint-Just,955
738,46.202,5.274,2022-06-23 13:19:00,FR,2022,Saint-Just,3290
739,46.039,5.305,2022-06-23 13:10:00,FR,2022,Priay,1725
740,45.65,5.017,2022-06-23 12:47:00,FR,2022,Heyrieux,4708
741,45.583,5.0,2022-06-23 12:44:00,FR,2022,Valencin,2885
742,45.533,4.917,2022-06-23 12:28:00,FR,2022,Pont-vque,5329
743,45.517,4.867,2022-06-23 12:27:00,FR,2022,Vienne,30059
744,45.517,4.85,2022-06-23 12:26:00,FR,2022,Vienne,30059
745,45.5,4.833,2022-06-23 12:25:00,FR,2022,Ampuis,2743
746,45.5,4.91,2022-06-23 12:24:00,FR,2022,Vienne,30059
747,45.467,4.833,2022-06-23 12:24:00,FR,2022,Chonas-l'Amballan,1687
748,44.33,2.8,2022-06-23 12:15:00,FR,2022,Laissac-Svrac l'glise,2153
749,44.1,2.617,2022-06-23 12:05:00,FR,2022,La Selve,626
750,44.056,2.595,2022-06-23 11:59:00,FR,2022,Rquista,1978
751,44.069,2.602,2022-06-23 11:57:00,FR,2022,Rquista,1978
752,44.042,2.569,2022-06-23 11:54:00,FR,2022,Rquista,1978
753,44.033,2.533,2022-06-23 11:51:00,FR,2022,Rquista,1978
754,44.733,1.383,2022-06-23 10:26:00,FR,2022,Gourdon,371
755,44.733,1.383,2022-06-23 10:26:00,FR,2022,Gourdon,3959
756,44.494,1.217,2022-06-23 09:50:00,FR,2022,Villefranche-du-Prigord,671
757,44.467,1.2,2022-06-23 09:48:00,FR,2022,Montayral,2669
758,44.4,1.0,2022-06-23 09:21:00,FR,2022,Montayral,2669
759,44.233,0.667,2022-06-23 08:28:00,FR,2022,Pont-du-Casse,4156
760,44.2,0.633,2022-06-23 08:22:00,FR,2022,Agen,32214
761,44.7,5.267,2022-06-22 17:00:00,FR,2022,Die,4770
762,45.793,4.032,2022-06-22 16:05:00,FR,2022,Bon-sur-Lignon,3025
763,45.545,4.487,2022-06-22 16:03:00,FR,2022,Saint-Christo-en-Jarez,1909
764,45.729,4.007,2022-06-22 15:50:00,FR,2022,Bon-sur-Lignon,3025
765,45.733,3.983,2022-06-22 15:48:00,FR,2022,Bon-sur-Lignon,3025
766,45.499,4.244,2022-06-22 15:35:00,FR,2022,Saint-Just-Saint-Rambert,15239
767,46.153,4.123,2022-06-22 14:57:00,FR,2022,Saint-Nizier-sous-Charlieu,1695
768,46.146,4.11,2022-06-22 14:55:00,FR,2022,Saint-Nizier-sous-Charlieu,1695
769,46.086,4.063,2022-06-22 14:50:00,FR,2022,Mably,7517
770,46.041,4.077,2022-06-22 14:45:00,FR,2022,Roanne,34415
771,46.041,4.122,2022-06-22 14:45:00,FR,2022,Perreux,2106
772,46.043,4.034,2022-06-22 14:43:00,FR,2022,Riorges,10917
773,46.022,4.092,2022-06-22 14:40:00,FR,2022,Le Coteau,6886
774,47.75,6.083,2022-06-22 14:38:00,FR,2022,Vesoul,14866
775,46.0,4.067,2022-06-22 14:36:00,FR,2022,Le Coteau,6886
776,47.733,6.05,2022-06-22 14:34:00,FR,2022,Vesoul,14866
777,45.966,4.09,2022-06-22 14:30:00,FR,2022,Le Coteau,6886
778,47.733,5.933,2022-06-22 14:26:00,FR,2022,Vesoul,14866
779,47.35,6.117,2022-06-22 14:25:00,FR,2022,Novillars,1446
780,47.367,6.083,2022-06-22 14:25:00,FR,2022,Devecey,1343
781,47.717,5.883,2022-06-22 14:22:00,FR,2022,Vesoul,14866
782,45.877,4.038,2022-06-22 14:20:00,FR,2022,Villerest,5097
783,47.7,5.733,2022-06-22 13:57:00,FR,2022,Chalindrey,2406
784,47.133,4.95,2022-06-22 13:15:00,FR,2022,Nuits-Saint-Georges,5332
785,47.233,4.95,2022-06-22 13:00:00,FR,2022,Gevrey-Chambertin,3115
786,47.25,4.967,2022-06-22 13:00:00,FR,2022,Couchey,1104
787,47.267,4.983,2022-06-22 13:00:00,FR,2022,Marsannay-la-Cte,5311
788,47.267,4.983,2022-06-22 13:00:00,FR,2022,Marsannay-la-Cte,5311
789,47.017,4.783,2022-06-22 13:00:00,FR,2022,Beaune,20122
790,46.05,0.583,2022-06-22 04:00:00,FR,2022,Confolens,2720
791,46.067,0.585,2022-06-22 04:00:00,FR,2022,Confolens,2720
792,47.585,4.005,2022-06-21 21:00:00,FR,2022,Avallon,6414
793,47.583,3.967,2022-06-21 20:55:00,FR,2022,Avallon,6414
794,47.083,2.4,2022-06-21 20:30:00,FR,2022,Bourges,64362
795,47.017,2.35,2022-06-21 20:30:00,FR,2022,Trouy,3977
796,47.083,2.4,2022-06-21 20:00:00,FR,2022,Bourges,64362
797,47.867,3.35,2022-06-21 19:45:00,FR,2022,Montholon,2814
798,47.733,3.3,2022-06-21 19:30:00,FR,2022,Chevannes,2165
799,47.2,4.177,2022-06-21 19:28:00,FR,2022,Saulieu,2346
800,47.2,4.283,2022-06-21 19:14:00,FR,2022,Saulieu,2346
801,47.7,3.267,2022-06-21 19:14:00,FR,2022,Chevannes,2165
802,46.708,3.002,2022-06-21 19:13:00,FR,2022,Limoise,168
803,47.617,3.2,2022-06-21 19:05:00,FR,2022,Chevannes,2165
804,46.724,2.878,2022-06-21 18:55:00,FR,2022,Lurcy-Lvis,1881
805,47.15,3.2,2022-06-21 17:48:00,FR,2022,Gurigny,2525
806,47.154,3.167,2022-06-21 17:46:00,FR,2022,Chaulgnes,1508
807,47.133,3.1,2022-06-21 17:45:00,FR,2022,Chaulgnes,1508
808,47.133,3.0,2022-06-21 17:32:00,FR,2022,La Charit-sur-Loire,4673
809,46.367,4.733,2022-06-21 16:40:00,FR,2022,Charnay-ls-Mcon,7925
810,46.433,4.65,2022-06-21 16:15:00,FR,2022,Cluny,4931
811,46.5,4.383,2022-06-21 15:55:00,FR,2022,Ciry-le-Noble,2252
812,46.474,4.339,2022-06-21 15:49:00,FR,2022,Ciry-le-Noble,2252
813,46.533,4.333,2022-06-21 15:45:00,FR,2022,Ciry-le-Noble,2252
814,46.467,4.25,2022-06-21 15:40:00,FR,2022,Paray-le-Monial,9218
815,46.473,4.09,2022-06-21 15:31:00,FR,2022,Paray-le-Monial,9218
816,46.45,4.117,2022-06-21 15:30:00,FR,2022,Paray-le-Monial,9218
817,46.498,4.018,2022-06-21 15:28:00,FR,2022,Digoin,7616
818,46.783,4.05,2022-06-21 15:27:00,FR,2022,Luzy,1994
819,46.483,3.95,2022-06-21 15:24:00,FR,2022,Molinet,1144
820,46.45,3.983,2022-06-21 15:23:00,FR,2022,Chassenard,1030
821,46.483,3.983,2022-06-21 15:23:00,FR,2022,Digoin,7616
822,46.467,3.933,2022-06-21 15:22:00,FR,2022,Molinet,1144
823,46.484,3.858,2022-06-21 15:16:00,FR,2022,Molinet,1144
824,46.467,3.75,2022-06-21 15:10:00,FR,2022,Diou,1373
825,46.433,3.817,2022-06-21 15:10:00,FR,2022,Saint-Didier-en-Donjon,248
826,46.4,3.683,2022-06-21 15:06:00,FR,2022,Saint-Lon,539
827,46.383,3.65,2022-06-21 15:06:00,FR,2022,Sorbier,318
828,46.533,3.75,2022-06-21 15:05:00,FR,2022,Diou,1373
829,46.452,3.703,2022-06-21 15:05:00,FR,2022,Saint-Lon,539
830,46.567,3.367,2022-06-21 15:02:00,FR,2022,Yzeure,12701
831,46.45,4.833,2022-06-21 15:02:00,FR,2022,Reyssouze,1018
832,46.517,3.683,2022-06-21 15:01:00,FR,2022,Dompierre-sur-Besbre,3010
833,46.433,4.817,2022-06-21 15:00:00,FR,2022,Asnires-sur-Sane,76
834,46.417,4.817,2022-06-21 14:58:00,FR,2022,Asnires-sur-Sane,76
835,46.379,3.592,2022-06-21 14:58:00,FR,2022,Sorbier,318
836,46.468,3.593,2022-06-21 14:57:00,FR,2022,Dompierre-sur-Besbre,3010
837,46.45,3.633,2022-06-21 14:57:00,FR,2022,Saint-Lon,539
838,46.4,3.567,2022-06-21 14:56:00,FR,2022,Treteau,510
839,46.4,3.517,2022-06-21 14:51:00,FR,2022,Treteau,510
840,46.45,3.517,2022-06-21 14:49:00,FR,2022,Neuilly-le-Ral,1452
841,46.317,4.75,2022-06-21 14:48:00,FR,2022,Charnay-ls-Mcon,7925
842,46.367,3.4,2022-06-21 14:45:00,FR,2022,Saint-Loup,565
843,46.383,3.3,2022-06-21 14:43:00,FR,2022,Montay-sur-Allier,542
844,46.4,3.333,2022-06-21 14:42:00,FR,2022,Montay-sur-Allier,542
845,46.45,3.417,2022-06-21 14:35:00,FR,2022,Neuilly-le-Ral,1452
846,46.443,3.364,2022-06-21 14:33:00,FR,2022,Bessay-sur-Allier,1347
847,46.15,4.55,2022-06-21 14:32:00,FR,2022,Belleville-en-Beaujolais,13336
848,46.333,3.25,2022-06-21 14:31:00,FR,2022,Bransat,526
849,46.325,3.263,2022-06-21 14:31:00,FR,2022,Louchy-Montfand,429
850,46.4,3.233,2022-06-21 14:30:00,FR,2022,Bresnay,384
851,46.117,4.6,2022-06-21 14:30:00,FR,2022,Belleville-en-Beaujolais,13336
852,46.326,3.229,2022-06-21 14:29:00,FR,2022,Bransat,526
853,46.35,3.167,2022-06-21 14:23:00,FR,2022,Bransat,526
854,46.083,4.467,2022-06-21 14:16:00,FR,2022,Cours,4366
855,46.067,4.5,2022-06-21 14:14:00,FR,2022,Cours,4366
856,45.95,4.433,2022-06-21 14:07:00,FR,2022,Tarare,10572
857,46.317,2.95,2022-06-21 14:01:00,FR,2022,Montmarault,1523
858,46.317,2.917,2022-06-21 13:58:00,FR,2022,Montmarault,1523
859,45.6,4.2,2022-06-21 13:45:00,FR,2022,Montrond-les-Bains,5444
860,45.783,4.25,2022-06-21 13:45:00,FR,2022,Civens,1415
861,45.667,4.167,2022-06-21 13:30:00,FR,2022,Montrond-les-Bains,5444
862,45.467,4.5,2022-06-21 12:50:00,FR,2022,Saint-Chamond,35309
863,45.633,4.45,2022-06-21 12:48:00,FR,2022,Saint-Symphorien-sur-Coise,3704
864,45.433,4.441,2022-06-21 12:45:00,FR,2022,Saint-tienne,174082
865,45.456,4.447,2022-06-21 12:45:00,FR,2022,La Talaudire,7044
866,45.416,4.424,2022-06-21 12:43:00,FR,2022,Saint-tienne,174082
867,45.422,4.419,2022-06-21 12:42:00,FR,2022,Saint-tienne,174082
868,45.426,4.402,2022-06-21 12:37:00,FR,2022,Saint-tienne,174082
869,45.439,4.389,2022-06-21 12:36:00,FR,2022,Saint-tienne,174082
870,45.412,4.385,2022-06-21 12:35:00,FR,2022,La Ricamarie,7943
871,45.522,4.298,2022-06-21 12:31:00,FR,2022,Andrzieux-Bouthon,10108
872,45.5,1.317,2022-06-20 21:43:00,FR,2022,Lubersac,2246
873,43.451,-0.443,2022-06-20 21:42:00,FR,2022,Sauvagnon,3460
874,43.439,-0.387,2022-06-20 21:40:00,FR,2022,Sauvagnon,3460
875,43.403,-0.387,2022-06-20 21:38:00,FR,2022,Sauvagnon,3460
876,43.412,-0.401,2022-06-20 21:38:00,FR,2022,Sauvagnon,3460
877,43.399,-0.473,2022-06-20 21:34:00,FR,2022,Sauvagnon,3460
878,43.392,-0.522,2022-06-20 21:32:00,FR,2022,Artix,3434
879,45.517,1.2,2022-06-20 21:31:00,FR,2022,Saint-Yrieix-la-Perche,6778
880,45.483,1.217,2022-06-20 21:30:00,FR,2022,Saint-Yrieix-la-Perche,6778
881,43.355,-0.484,2022-06-20 21:30:00,FR,2022,Lescar,9590
882,43.363,-0.508,2022-06-20 21:30:00,FR,2022,Artix,3434
883,43.352,-0.469,2022-06-20 21:30:00,FR,2022,Lescar,9590
884,43.356,-0.534,2022-06-20 21:28:00,FR,2022,Artix,3434
885,43.358,-0.564,2022-06-20 21:27:00,FR,2022,Artix,3434
886,43.326,-0.543,2022-06-20 21:26:00,FR,2022,Monein,4417
887,43.306,-0.547,2022-06-20 21:24:00,FR,2022,Monein,4417
888,43.333,-0.583,2022-06-20 21:22:00,FR,2022,Monein,4417
889,45.483,1.067,2022-06-20 21:15:00,FR,2022,Saint-Yrieix-la-Perche,6778
890,45.433,1.033,2022-06-20 21:13:00,FR,2022,Thiviers,2870
891,45.483,1.0,2022-06-20 21:10:00,FR,2022,Saint-Jory-de-Chalais,581
892,43.415,-0.343,2022-06-20 20:57:00,FR,2022,Serres-Castet,4393
893,45.417,0.833,2022-06-20 20:55:00,FR,2022,Thiviers,2870
894,45.467,0.783,2022-06-20 20:52:00,FR,2022,Saint-Jory-de-Chalais,581
895,45.383,0.708,2022-06-20 20:52:00,FR,2022,Brantme en Prigord,3694
896,43.305,-0.378,2022-06-20 20:47:00,FR,2022,Billre,13229
897,45.433,0.667,2022-06-20 20:47:00,FR,2022,Brantme en Prigord,3694
898,45.283,0.75,2022-06-20 20:45:00,FR,2022,Agonac,1791
899,45.417,0.567,2022-06-20 20:45:00,FR,2022,Mareuil en Prigord,2290
900,45.35,0.533,2022-06-20 20:43:00,FR,2022,Brantme en Prigord,3694
901,45.287,0.638,2022-06-20 20:42:00,FR,2022,Agonac,1791
902,45.3,0.55,2022-06-20 20:39:00,FR,2022,Tocane-Saint-Apre,1738
903,45.333,0.483,2022-06-20 20:38:00,FR,2022,Tocane-Saint-Apre,1738
904,45.278,0.548,2022-06-20 20:38:00,FR,2022,Tocane-Saint-Apre,1738
905,45.333,0.433,2022-06-20 20:36:00,FR,2022,Tocane-Saint-Apre,1738
906,43.233,-0.483,2022-06-20 20:35:00,FR,2022,Gan,5594
907,45.333,0.4,2022-06-20 20:33:00,FR,2022,Tocane-Saint-Apre,1738
908,45.283,0.483,2022-06-20 20:32:00,FR,2022,Tocane-Saint-Apre,1738
909,45.3,0.35,2022-06-20 20:31:00,FR,2022,Tocane-Saint-Apre,1738
910,45.267,0.483,2022-06-20 20:30:00,FR,2022,Tocane-Saint-Apre,1738
911,45.25,0.5,2022-06-20 20:30:00,FR,2022,Tocane-Saint-Apre,1738
912,45.283,0.3,2022-06-20 20:28:00,FR,2022,Tocane-Saint-Apre,1738
913,45.267,0.367,2022-06-20 20:25:00,FR,2022,Tocane-Saint-Apre,1738
914,45.25,0.417,2022-06-20 20:25:00,FR,2022,Tocane-Saint-Apre,1738
915,45.217,0.417,2022-06-20 20:25:00,FR,2022,Tocane-Saint-Apre,1738
916,45.25,0.333,2022-06-20 20:20:00,FR,2022,Tocane-Saint-Apre,1738
917,45.183,0.35,2022-06-20 20:18:00,FR,2022,Tocane-Saint-Apre,1738
918,45.229,0.274,2022-06-20 20:18:00,FR,2022,Tocane-Saint-Apre,1738
919,45.167,0.25,2022-06-20 20:18:00,FR,2022,Saint-Front-de-Pradoux,1178
920,45.15,0.317,2022-06-20 20:18:00,FR,2022,Saint-Front-de-Pradoux,1178
921,45.217,0.283,2022-06-20 20:16:00,FR,2022,Tocane-Saint-Apre,1738
922,45.25,0.25,2022-06-20 20:16:00,FR,2022,Tocane-Saint-Apre,1738
923,45.632,0.152,2022-06-20 20:15:00,FR,2022,Angoulme,41407
924,45.117,0.233,2022-06-20 20:13:00,FR,2022,Saint-Front-de-Pradoux,1178
925,45.233,0.217,2022-06-20 20:12:00,FR,2022,Saint-Aigulin,1887
926,45.15,0.167,2022-06-20 20:10:00,FR,2022,Montpon-Mnestrol,5807
927,45.203,0.139,2022-06-20 20:09:00,FR,2022,Saint-Aigulin,1887
928,45.15,0.017,2022-06-20 20:01:00,FR,2022,Saint-Aigulin,1887
929,45.033,0.017,2022-06-20 20:00:00,FR,2022,Saint-Seurin-sur-l'Isle,3134
930,43.4,0.2,2022-06-20 19:55:00,FR,2022,Orleix,1953
931,45.091,-0.084,2022-06-20 19:55:00,FR,2022,Coutras,8623
932,45.1,-0.05,2022-06-20 19:53:00,FR,2022,Saint-Aigulin,1887
933,43.533,0.167,2022-06-20 19:50:00,FR,2022,Plaisance,1416
934,43.417,0.167,2022-06-20 19:50:00,FR,2022,Orleix,1953
935,45.033,-0.133,2022-06-20 19:50:00,FR,2022,Coutras,8623
936,43.481,0.299,2022-06-20 19:50:00,FR,2022,Mirande,3445
937,45.069,-0.087,2022-06-20 19:48:00,FR,2022,Coutras,8623
938,43.467,0.283,2022-06-20 19:47:00,FR,2022,Mirande,3445
939,43.435,0.186,2022-06-20 19:45:00,FR,2022,Orleix,1953
940,43.467,0.25,2022-06-20 19:45:00,FR,2022,Mirande,3445
941,43.467,0.217,2022-06-20 19:45:00,FR,2022,Mirande,3445
942,44.991,-0.206,2022-06-20 19:45:00,FR,2022,Saint-Denis-de-Pile,5791
943,45.035,-0.231,2022-06-20 19:45:00,FR,2022,Saint-Denis-de-Pile,5791
944,43.383,0.15,2022-06-20 19:43:00,FR,2022,Orleix,1953
945,43.433,0.15,2022-06-20 19:43:00,FR,2022,Orleix,1953
946,45.033,-0.267,2022-06-20 19:43:00,FR,2022,Villegouge,1287
947,43.425,0.198,2022-06-20 19:43:00,FR,2022,Orleix,1953
948,44.983,-0.267,2022-06-20 19:42:00,FR,2022,Villegouge,1287
949,45.1,-0.389,2022-06-20 19:42:00,FR,2022,Cavignac,2292
950,43.412,0.117,2022-06-20 19:41:00,FR,2022,Orleix,1953
951,45.057,-0.337,2022-06-20 19:41:00,FR,2022,Gauriaguet,1432
952,43.35,0.1,2022-06-20 19:40:00,FR,2022,Orleix,1953
953,45.017,-0.317,2022-06-20 19:39:00,FR,2022,Villegouge,1287
954,45.067,-0.383,2022-06-20 19:39:00,FR,2022,Gauriaguet,1432
955,43.4,0.083,2022-06-20 19:37:00,FR,2022,Orleix,1953
956,44.983,-0.333,2022-06-20 19:37:00,FR,2022,Villegouge,1287
957,45.072,-0.408,2022-06-20 19:37:00,FR,2022,Cubnezais,1726
958,45.045,-0.428,2022-06-20 19:35:00,FR,2022,Gauriaguet,1432
959,45.041,-0.395,2022-06-20 19:35:00,FR,2022,Gauriaguet,1432
960,45.015,-0.382,2022-06-20 19:34:00,FR,2022,Gauriaguet,1432
961,43.383,0.133,2022-06-20 19:33:00,FR,2022,Orleix,1953
962,45.018,-0.402,2022-06-20 19:33:00,FR,2022,Gauriaguet,1432
963,43.414,0.101,2022-06-20 19:32:00,FR,2022,Orleix,1953
964,44.995,-0.444,2022-06-20 19:32:00,FR,2022,Saint-Andr-de-Cubzac,12735
965,44.965,-0.4,2022-06-20 19:32:00,FR,2022,Saint-Andr-de-Cubzac,12735
966,43.383,0.05,2022-06-20 19:31:00,FR,2022,Orleix,1953
967,43.379,0.057,2022-06-20 19:31:00,FR,2022,Orleix,1953
968,43.367,0.083,2022-06-20 19:31:00,FR,2022,Orleix,1953
969,43.35,0.067,2022-06-20 19:31:00,FR,2022,Orleix,1953
970,43.367,0.05,2022-06-20 19:30:00,FR,2022,Bordres-sur-l'chez,5421
971,45.03,-0.45,2022-06-20 19:30:00,FR,2022,Saint-Gervais,1919
972,45.015,-0.466,2022-06-20 19:30:00,FR,2022,Saint-Gervais,1919
973,45.049,-0.502,2022-06-20 19:30:00,FR,2022,Bourg,2303
974,44.971,-0.454,2022-06-20 19:30:00,FR,2022,Saint-Andr-de-Cubzac,12735
975,44.955,-0.468,2022-06-20 19:28:00,FR,2022,Ambars-et-Lagrave,16591
976,44.932,-0.491,2022-06-20 19:26:00,FR,2022,Ambars-et-Lagrave,16591
977,43.324,-0.006,2022-06-20 19:25:00,FR,2022,Bordres-sur-l'chez,5421
978,43.35,0.0,2022-06-20 19:25:00,FR,2022,Bordres-sur-l'chez,5421
979,43.329,-0.04,2022-06-20 19:21:00,FR,2022,Bordres-sur-l'chez,5421
980,44.869,-0.611,2022-06-20 19:20:00,FR,2022,Le Bouscat,24006
981,43.283,-0.083,2022-06-20 19:20:00,FR,2022,Ibos,2905
982,45.017,-0.533,2022-06-20 19:20:00,FR,2022,Ambs,3123
983,44.983,-0.6,2022-06-20 19:20:00,FR,2022,Ludon-Mdoc,5252
984,43.346,-0.079,2022-06-20 19:20:00,FR,2022,Ibos,2905
985,43.283,-0.167,2022-06-20 19:18:00,FR,2022,Bordes,2888
986,43.279,-0.112,2022-06-20 19:18:00,FR,2022,Pontacq,2921
987,43.298,-0.146,2022-06-20 19:16:00,FR,2022,Morlas,4353
988,43.312,-0.125,2022-06-20 19:16:00,FR,2022,Morlas,4353
989,43.33,-0.133,2022-06-20 19:16:00,FR,2022,Morlas,4353
990,43.34,-0.171,2022-06-20 19:16:00,FR,2022,Morlas,4353
991,43.317,0.0,2022-06-20 19:15:00,FR,2022,Bordres-sur-l'chez,5421
992,43.283,-0.183,2022-06-20 19:15:00,FR,2022,Bordes,2888
993,44.95,-0.583,2022-06-20 19:15:00,FR,2022,Parempuyre,9786
994,43.31,-0.156,2022-06-20 19:15:00,FR,2022,Morlas,4353
995,44.883,-0.611,2022-06-20 19:15:00,FR,2022,Bruges,19863
996,43.267,-0.183,2022-06-20 19:13:00,FR,2022,Bordes,2888
997,43.25,-0.167,2022-06-20 19:13:00,FR,2022,Bnjacq,1951
998,43.267,-0.209,2022-06-20 19:13:00,FR,2022,Bordes,2888
999,43.304,-0.227,2022-06-20 19:12:00,FR,2022,Morlas,4353
1000,44.917,-0.633,2022-06-20 19:10:00,FR,2022,Blanquefort,15276
1001,43.267,-0.25,2022-06-20 19:10:00,FR,2022,Bordes,2888
1002,44.883,-0.65,2022-06-20 19:10:00,FR,2022,Eysines,24202
1003,44.851,-0.617,2022-06-20 19:10:00,FR,2022,Le Bouscat,24006
1004,44.8,-0.617,2022-06-20 19:10:00,FR,2022,Talence,44359
1005,44.9,-0.733,2022-06-20 19:09:00,FR,2022,Saint-Aubin-de-Mdoc,7574
1006,43.297,-0.26,2022-06-20 19:09:00,FR,2022,Idron,4915
1007,44.833,-0.633,2022-06-20 19:07:00,FR,2022,Mrignac,74009
1008,45.383,-0.236,2022-06-20 19:07:00,FR,2022,Baignes-Sainte-Radegonde,1235
1009,44.833,-0.767,2022-06-20 19:05:00,FR,2022,Martignas-sur-Jalle,7741
1010,44.809,-0.781,2022-06-20 19:05:00,FR,2022,Saint-Jean-d'Illac,9106
1011,43.2,0.217,2022-06-20 19:04:00,FR,2022,Smac,5165
1012,43.283,-0.267,2022-06-20 19:04:00,FR,2022,Idron,4915
1013,43.205,-0.295,2022-06-20 19:02:00,FR,2022,Bordes,2888
1014,45.617,-0.333,2022-06-20 19:02:00,FR,2022,Gent,886
1015,43.229,-0.307,2022-06-20 19:02:00,FR,2022,Bordes,2888
1016,45.633,-0.367,2022-06-20 19:01:00,FR,2022,Gimeux,719
1017,43.249,-0.299,2022-06-20 19:01:00,FR,2022,Bordes,2888
1018,43.283,-0.317,2022-06-20 19:00:00,FR,2022,Idron,4915
1019,43.25,-0.167,2022-06-20 19:00:00,FR,2022,Bnjacq,1951
1020,43.217,-0.367,2022-06-20 19:00:00,FR,2022,Gan,5594
1021,45.6,-0.3,2022-06-20 19:00:00,FR,2022,Gent,886
1022,45.617,-0.317,2022-06-20 19:00:00,FR,2022,Gent,886
1023,45.567,-0.333,2022-06-20 19:00:00,FR,2022,Germignac,647
1024,45.6,-0.3,2022-06-20 19:00:00,FR,2022,Gent,886
1025,43.252,-0.32,2022-06-20 19:00:00,FR,2022,Bordes,2888
1026,43.233,-0.383,2022-06-20 18:59:00,FR,2022,Gelos,3639
1027,45.317,-0.417,2022-06-20 18:55:00,FR,2022,Montendre,3222
1028,42.978,-0.749,2022-06-20 18:55:00,FR,2022,Oloron-Sainte-Marie,10653
1029,43.183,-0.267,2022-06-20 18:55:00,FR,2022,Bnjacq,1951
1030,45.583,-0.267,2022-06-20 18:55:00,FR,2022,Germignac,647
1031,43.167,-0.383,2022-06-20 18:50:00,FR,2022,Gan,5594
1032,45.567,-0.4,2022-06-20 18:49:00,FR,2022,Germignac,647
1033,43.167,-0.45,2022-06-20 18:49:00,FR,2022,Gan,5594
1034,45.483,-0.367,2022-06-20 18:47:00,FR,2022,Arthenac,350
1035,44.679,-1.013,2022-06-20 18:46:00,FR,2022,Biganos,11065
1036,44.704,-1.038,2022-06-20 18:46:00,FR,2022,Andernos-les-Bains,12284
1037,43.133,-0.459,2022-06-20 18:46:00,FR,2022,Arudy,2253
1038,45.517,-0.483,2022-06-20 18:45:00,FR,2022,Avy,470
1039,43.138,-0.475,2022-06-20 18:45:00,FR,2022,Arudy,2253
1040,43.15,-0.5,2022-06-20 18:44:00,FR,2022,Arudy,2253
1041,45.314,-0.539,2022-06-20 18:44:00,FR,2022,Mirambeau,1520
1042,45.483,-0.5,2022-06-20 18:43:00,FR,2022,Saint-Germain-de-Lusignan,1295
1043,45.234,-0.508,2022-06-20 18:41:00,FR,2022,Reignac,1613
1044,43.111,-0.611,2022-06-20 18:38:00,FR,2022,Oloron-Sainte-Marie,10653
1045,45.367,-0.567,2022-06-20 18:35:00,FR,2022,Mirambeau,1520
1046,45.267,-0.567,2022-06-20 18:33:00,FR,2022,Reignac,1613
1047,45.483,-0.567,2022-06-20 18:32:00,FR,2022,Avy,470
1048,45.396,-0.595,2022-06-20 18:31:00,FR,2022,Mirambeau,1520
1049,45.283,-0.567,2022-06-20 18:30:00,FR,2022,Reignac,1613
1050,45.285,-0.409,2022-06-20 18:30:00,FR,2022,Montendre,3222
1051,45.386,-0.624,2022-06-20 18:28:00,FR,2022,Mirambeau,1520
1052,45.423,-0.64,2022-06-20 18:28:00,FR,2022,Mirambeau,1520
1053,45.317,-0.817,2022-06-20 18:15:00,FR,2022,Lesparre-Mdoc,5826
1054,45.283,-0.783,2022-06-20 18:15:00,FR,2022,Saint-Ciers-sur-Gironde,3029
1055,45.261,-0.775,2022-06-20 18:14:00,FR,2022,Pauillac,5084
1056,45.3,-0.833,2022-06-20 18:10:00,FR,2022,Lesparre-Mdoc,5826
1057,45.283,-0.867,2022-06-20 18:10:00,FR,2022,Lesparre-Mdoc,5826
1058,45.25,-1.033,2022-06-20 18:07:00,FR,2022,Hourtin,3967
1059,45.195,-1.015,2022-06-20 18:05:00,FR,2022,Hourtin,3967
1060,45.2,-1.067,2022-06-20 18:00:00,FR,2022,Hourtin,3967
1061,44.983,-1.083,2022-06-20 18:00:00,FR,2022,Lacanau,5064
1062,48.636,3.287,2022-06-19 23:00:00,FR,2022,Provins,12115
1063,48.348,2.976,2022-06-19 22:02:00,FR,2022,Montereau-Fault-Yonne,21888
1064,48.867,3.367,2022-06-19 21:56:00,FR,2022,Viels-Maisons,1214
1065,48.85,3.233,2022-06-19 21:46:00,FR,2022,La Fert-Gaucher,4877
1066,48.783,3.3,2022-06-19 21:39:00,FR,2022,La Fert-Gaucher,4877
1067,43.398,-0.433,2022-06-19 21:37:00,FR,2022,Sauvagnon,3460
1068,48.767,3.217,2022-06-19 21:34:00,FR,2022,La Fert-Gaucher,4877
1069,48.733,3.2,2022-06-19 21:31:00,FR,2022,La Fert-Gaucher,4877
1070,48.703,3.243,2022-06-19 21:30:00,FR,2022,La Fert-Gaucher,4877
1071,48.186,2.74,2022-06-19 21:28:00,FR,2022,Souppes-sur-Loing,5253
