,LATITUDE,LONGITUDE,TIME_EVENT,COUNTRY,YEAR
5419,47.244,0.11,2022-06-04 12:30:00,FR,2022
5420,47.201,0.145,2022-06-04 12:27:00,FR,2022
5421,47.233,-0.021,2022-06-04 12:24:00,FR,2022
5422,47.133,0.0,2022-06-04 12:16:00,FR,2022
5423,47.183,0.05,2022-06-04 12:15:00,FR,2022
5424,47.194,0.048,2022-06-04 12:15:00,FR,2022
5425,47.15,-0.05,2022-06-04 12:14:00,FR,2022
5426,47.117,-0.017,2022-06-04 12:14:00,FR,2022
5427,47.024,-0.128,2022-06-04 12:03:00,FR,2022
5428,47.033,-0.114,2022-06-04 12:03:00,FR,2022
5429,47.017,-0.149,2022-06-04 12:02:00,FR,2022
5430,47.009,-0.133,2022-06-04 12:02:00,FR,2022
5431,46.992,-0.126,2022-06-04 12:02:00,FR,2022
5432,47.031,-0.147,2022-06-04 12:02:00,FR,2022
5433,47.051,-0.138,2022-06-04 12:02:00,FR,2022
5434,47.037,-0.165,2022-06-04 12:01:00,FR,2022
5435,47.237,0.124,2022-06-04 12:00:00,FR,2022
5436,46.967,-0.217,2022-06-04 12:00:00,FR,2022
5437,47.009,-0.157,2022-06-04 12:00:00,FR,2022
5438,46.998,-0.142,2022-06-04 12:00:00,FR,2022
5439,47.053,-0.162,2022-06-04 12:00:00,FR,2022
5440,47.026,-0.171,2022-06-04 11:59:00,FR,2022
5441,47.05,-0.183,2022-06-04 11:56:00,FR,2022
5442,47.029,-0.191,2022-06-04 11:56:00,FR,2022
5443,47.017,-0.183,2022-06-04 11:55:00,FR,2022
5444,47.0,-0.183,2022-06-04 11:55:00,FR,2022
5445,47.011,-0.211,2022-06-04 11:46:00,FR,2022
5446,47.003,-0.217,2022-06-04 11:45:00,FR,2022
5447,46.994,-0.238,2022-06-04 11:42:00,FR,2022
5448,46.983,-0.25,2022-06-04 11:40:00,FR,2022
5449,47.0,-0.259,2022-06-04 11:40:00,FR,2022
5450,51.306,45.387,2022-06-04 11:30:00,RU,2022
5451,46.733,-0.717,2022-06-04 10:50:00,FR,2022
5452,47.387,0.658,2022-06-04 02:20:00,FR,2022
5453,47.377,0.599,2022-06-04 02:19:00,FR,2022
5454,47.34,0.612,2022-06-04 02:15:00,FR,2022
5455,47.351,0.661,2022-06-04 02:15:00,FR,2022
5456,46.651,6.531,2022-06-03 23:53:00,CH,2022
5457,46.301,2.307,2022-06-03 21:20:00,FR,2022
5458,46.019,4.761,2022-06-03 20:30:00,FR,2022
5459,45.987,4.725,2022-06-03 20:18:00,FR,2022
5460,43.233,1.576,2022-06-03 19:55:00,FR,2022
5461,45.962,4.466,2022-06-03 19:50:00,FR,2022
5462,45.9,4.433,2022-06-03 19:50:00,FR,2022
5463,45.803,2.35,2022-06-03 19:30:00,FR,2022
5464,45.777,3.089,2022-06-03 19:20:00,FR,2022
5465,43.207,1.23,2022-06-03 19:18:00,FR,2022
5466,45.785,3.012,2022-06-03 19:15:00,FR,2022
5467,45.707,3.172,2022-06-03 19:15:00,FR,2022
5468,47.412,0.799,2022-06-03 19:12:00,FR,2022
5469,44.15,0.85,2022-06-03 19:04:00,FR,2022
5470,45.718,3.018,2022-06-03 19:00:00,FR,2022
5471,45.704,3.004,2022-06-03 19:00:00,FR,2022
5472,47.061,5.174,2022-06-03 18:59:00,FR,2022
5473,43.189,1.033,2022-06-03 18:58:00,FR,2022
5474,43.198,1.012,2022-06-03 18:58:00,FR,2022
5475,45.662,2.971,2022-06-03 18:55:00,FR,2022
5476,43.121,0.988,2022-06-03 18:53:00,FR,2022
5477,43.176,0.973,2022-06-03 18:47:00,FR,2022
5478,43.162,0.975,2022-06-03 18:47:00,FR,2022
5479,43.142,0.93,2022-06-03 18:45:00,FR,2022
5480,43.633,-0.833,2022-06-03 18:45:00,FR,2022
5481,43.169,0.883,2022-06-03 18:36:00,FR,2022
5482,45.87,3.608,2022-06-03 18:35:00,FR,2022
5483,43.136,0.859,2022-06-03 18:32:00,FR,2022
5484,44.133,0.35,2022-06-03 18:20:00,FR,2022
5485,46.15,4.6,2022-06-03 18:20:00,FR,2022
5486,46.816,4.88,2022-06-03 18:19:00,FR,2022
5487,46.812,4.942,2022-06-03 18:19:00,FR,2022
5488,46.792,4.913,2022-06-03 18:17:00,FR,2022
5489,46.783,4.924,2022-06-03 18:17:00,FR,2022
5490,46.774,4.895,2022-06-03 18:15:00,FR,2022
5491,46.769,4.922,2022-06-03 18:15:00,FR,2022
5492,45.784,3.601,2022-06-03 18:15:00,FR,2022
5493,46.788,4.865,2022-06-03 18:13:00,FR,2022
5494,46.749,4.902,2022-06-03 18:11:00,FR,2022
5495,46.769,4.828,2022-06-03 18:10:00,FR,2022
5496,46.725,4.862,2022-06-03 18:04:00,FR,2022
5497,46.692,4.859,2022-06-03 18:00:00,FR,2022
5498,43.949,0.201,2022-06-03 18:00:00,FR,2022
5499,43.948,0.087,2022-06-03 17:50:00,FR,2022
5500,43.102,0.44,2022-06-03 17:50:00,FR,2022
5501,43.961,0.088,2022-06-03 17:50:00,FR,2022
5502,43.978,-0.167,2022-06-03 17:48:00,FR,2022
5503,43.985,0.009,2022-06-03 17:45:00,FR,2022
5504,43.955,-0.185,2022-06-03 17:45:00,FR,2022
5505,43.95,-0.041,2022-06-03 17:43:00,FR,2022
5506,46.543,4.687,2022-06-03 17:42:00,FR,2022
5507,43.934,-0.072,2022-06-03 17:41:00,FR,2022
5508,46.525,4.678,2022-06-03 17:38:00,FR,2022
5509,43.864,-0.073,2022-06-03 17:38:00,FR,2022
5510,43.867,-0.106,2022-06-03 17:36:00,FR,2022
5511,46.536,4.639,2022-06-03 17:35:00,FR,2022
5512,43.848,-0.134,2022-06-03 17:33:00,FR,2022
5513,43.871,-0.161,2022-06-03 17:32:00,FR,2022
5514,43.856,-0.18,2022-06-03 17:31:00,FR,2022
5515,46.49,4.672,2022-06-03 17:30:00,FR,2022
5516,43.877,-0.278,2022-06-03 17:30:00,FR,2022
5517,43.874,-0.199,2022-06-03 17:30:00,FR,2022
5518,43.9,-0.3,2022-06-03 17:30:00,FR,2022
5519,46.471,4.597,2022-06-03 17:27:00,FR,2022
5520,46.331,4.441,2022-06-03 17:17:00,FR,2022
5521,43.877,-0.491,2022-06-03 17:10:00,FR,2022
5522,43.83,-0.501,2022-06-03 17:08:00,FR,2022
5523,45.052,2.712,2022-06-03 17:06:00,FR,2022
5524,43.781,-0.641,2022-06-03 16:50:00,FR,2022
5525,52.893,-3.921,2022-06-03 16:50:00,UK,2022
5526,43.756,-0.789,2022-06-03 16:45:00,FR,2022
5527,45.004,2.483,2022-06-03 16:40:00,FR,2022
5528,43.711,-0.841,2022-06-03 16:35:00,FR,2022
5529,43.686,-0.867,2022-06-03 16:33:00,FR,2022
5530,43.665,-0.845,2022-06-03 16:30:00,FR,2022
5531,43.663,-0.875,2022-06-03 16:30:00,FR,2022
5532,43.833,-0.3,2022-06-03 16:30:00,FR,2022
5533,43.683,-0.931,2022-06-03 16:28:00,FR,2022
5534,43.649,-0.971,2022-06-03 16:24:00,FR,2022
5535,43.606,-0.998,2022-06-03 16:22:00,FR,2022
5536,43.643,-1.037,2022-06-03 16:17:00,FR,2022
5537,43.547,-1.062,2022-06-03 16:10:00,FR,2022
5538,43.546,-1.107,2022-06-03 16:08:00,FR,2022
5539,47.383,-1.033,2022-06-03 15:30:00,FR,2022
5540,43.312,-1.891,2022-06-03 14:20:00,ES,2022
5541,43.323,-1.899,2022-06-03 14:20:00,ES,2022
5542,46.956,8.033,2022-06-03 12:20:00,CH,2022
5543,44.924,17.005,2022-06-02 22:40:00,BA,2022
5544,44.943,16.975,2022-06-02 22:35:00,BA,2022
5545,45.606,15.619,2022-06-02 19:56:00,HR,2022
5546,45.6,15.6,2022-06-02 19:55:00,HR,2022
5547,45.608,15.597,2022-06-02 19:55:00,HR,2022
5548,45.603,15.589,2022-06-02 19:55:00,HR,2022
5549,45.591,15.599,2022-06-02 19:55:00,HR,2022
5550,45.624,15.602,2022-06-02 19:55:00,HR,2022
5551,45.616,15.581,2022-06-02 19:55:00,HR,2022
5552,45.6,15.567,2022-06-02 19:50:00,HR,2022
5553,45.633,15.573,2022-06-02 19:50:00,HR,2022
5554,45.619,15.566,2022-06-02 19:50:00,HR,2022
5555,45.75,3.333,2022-06-02 19:15:00,FR,2022
5556,45.955,15.063,2022-06-02 19:05:00,SI,2022
5557,45.864,15.228,2022-06-02 19:05:00,SI,2022
5558,45.886,15.249,2022-06-02 19:05:00,SI,2022
5559,45.402,2.498,2022-06-02 19:00:00,FR,2022
5560,45.909,15.246,2022-06-02 19:00:00,SI,2022
5561,45.877,15.213,2022-06-02 19:00:00,SI,2022
5562,45.91,15.149,2022-06-02 18:52:00,SI,2022
5563,41.867,-1.317,2022-06-02 18:50:00,ES,2022
5564,45.958,15.193,2022-06-02 18:50:00,SI,2022
5565,45.345,2.436,2022-06-02 18:48:00,FR,2022
5566,45.942,15.144,2022-06-02 18:45:00,SI,2022
5567,45.359,2.338,2022-06-02 18:35:00,FR,2022
5568,45.295,2.228,2022-06-02 18:26:00,FR,2022
5569,45.98,15.97,2022-06-02 18:20:00,HR,2022
5570,45.994,15.913,2022-06-02 18:15:00,HR,2022
5571,45.997,15.892,2022-06-02 18:13:00,HR,2022
5572,46.024,15.902,2022-06-02 18:10:00,HR,2022
5573,46.019,15.853,2022-06-02 18:07:00,HR,2022
5574,46.02,15.837,2022-06-02 18:05:00,HR,2022
5575,46.033,15.807,2022-06-02 18:02:00,HR,2022
5576,45.294,2.071,2022-06-02 18:02:00,FR,2022
5577,45.446,4.378,2022-06-02 18:00:00,FR,2022
5578,45.272,2.031,2022-06-02 18:00:00,FR,2022
5579,45.33,2.124,2022-06-02 18:00:00,FR,2022
5580,45.432,4.321,2022-06-02 17:52:00,FR,2022
5581,46.05,15.743,2022-06-02 17:50:00,HR,2022
5582,46.075,15.75,2022-06-02 17:50:00,HR,2022
5583,46.076,15.679,2022-06-02 17:43:00,HR,2022
5584,46.056,15.661,2022-06-02 17:43:00,SI,2022
5585,46.096,15.634,2022-06-02 17:36:00,HR,2022
5586,46.157,15.599,2022-06-02 17:25:00,SI,2022
5587,46.105,15.576,2022-06-02 17:25:00,SI,2022
5588,46.095,15.581,2022-06-02 17:25:00,SI,2022
5589,46.074,15.561,2022-06-02 17:25:00,SI,2022
5590,46.089,15.552,2022-06-02 17:23:00,SI,2022
5591,46.099,15.525,2022-06-02 17:20:00,SI,2022
5592,45.305,4.113,2022-06-02 17:15:00,FR,2022
5593,46.158,15.514,2022-06-02 17:15:00,SI,2022
5594,46.137,15.568,2022-06-02 17:15:00,SI,2022
5595,46.131,15.541,2022-06-02 17:15:00,SI,2022
5596,46.121,15.536,2022-06-02 17:15:00,SI,2022
5597,46.114,15.534,2022-06-02 17:15:00,SI,2022
5598,46.121,15.564,2022-06-02 17:15:00,SI,2022
5599,46.16,15.433,2022-06-02 17:10:00,SI,2022
5600,46.128,15.473,2022-06-02 17:10:00,SI,2022
5601,45.546,2.31,2022-06-02 17:05:00,FR,2022
5602,46.489,15.107,2022-06-02 17:05:00,SI,2022
5603,46.188,15.43,2022-06-02 17:05:00,SI,2022
5604,46.169,15.492,2022-06-02 17:05:00,SI,2022
5605,45.503,2.232,2022-06-02 17:00:00,FR,2022
5606,46.229,15.302,2022-06-02 16:55:00,SI,2022
5607,46.543,14.964,2022-06-02 16:53:00,SI,2022
5608,46.217,15.398,2022-06-02 16:45:00,SI,2022
5609,46.229,15.302,2022-06-02 16:45:00,SI,2022
5610,46.246,15.262,2022-06-02 16:35:00,SI,2022
5611,46.251,15.276,2022-06-02 16:35:00,SI,2022
5612,46.279,15.246,2022-06-02 16:35:00,SI,2022
5613,46.251,15.248,2022-06-02 16:32:00,SI,2022
5614,46.262,15.233,2022-06-02 16:30:00,SI,2022
5615,46.272,15.224,2022-06-02 16:30:00,SI,2022
5616,46.261,15.152,2022-06-02 16:20:00,SI,2022
5617,46.26,15.171,2022-06-02 16:20:00,SI,2022
5618,46.282,15.128,2022-06-02 16:15:00,SI,2022
5619,46.255,15.117,2022-06-02 16:10:00,SI,2022
5620,46.289,15.095,2022-06-02 16:08:00,SI,2022
5621,46.279,15.075,2022-06-02 16:02:00,SI,2022
5622,46.29,15.052,2022-06-02 15:55:00,SI,2022
5623,46.633,14.533,2022-06-02 15:50:00,AT,2022
5624,46.29,15.039,2022-06-02 15:50:00,SI,2022
5625,46.59,14.8,2022-06-02 15:45:00,AT,2022
5626,46.69,14.486,2022-06-02 15:30:00,AT,2022
5627,46.701,14.431,2022-06-02 15:25:00,AT,2022
5628,46.469,13.191,2022-06-02 15:10:00,IT,2022
5629,38.326,28.568,2022-06-02 15:10:00,TR,2022
5630,38.348,28.588,2022-06-02 15:10:00,TR,2022
5631,38.273,28.603,2022-06-02 15:10:00,TR,2022
5632,38.381,28.621,2022-06-02 15:05:00,TR,2022
5633,38.401,28.578,2022-06-02 15:05:00,TR,2022
5634,38.392,28.593,2022-06-02 15:05:00,TR,2022
5635,38.364,28.651,2022-06-02 15:05:00,TR,2022
5636,46.495,13.103,2022-06-02 14:55:00,IT,2022
5637,46.636,14.695,2022-06-02 14:40:00,AT,2022
5638,46.429,13.055,2022-06-02 14:40:00,IT,2022
5639,46.662,14.634,2022-06-02 14:35:00,AT,2022
5640,46.66,14.602,2022-06-02 14:30:00,AT,2022
5641,46.86,14.465,2022-06-02 13:45:00,AT,2022
5642,46.84,14.398,2022-06-02 13:45:00,AT,2022
5643,46.875,14.293,2022-06-02 13:25:00,AT,2022
5644,50.833,25.467,2022-06-02 10:25:00,UA,2022
5645,44.894,0.903,2022-06-02 05:10:00,FR,2022
5646,44.883,0.887,2022-06-02 05:08:00,FR,2022
5647,44.863,0.853,2022-06-02 05:01:00,FR,2022
5648,44.856,0.848,2022-06-02 05:01:00,FR,2022
5649,44.867,0.783,2022-06-02 05:00:00,FR,2022
5650,44.875,0.831,2022-06-02 05:00:00,FR,2022
5651,44.867,0.842,2022-06-02 05:00:00,FR,2022
5652,53.274,86.922,2022-06-02 05:00:00,RU,2022
5653,44.891,0.805,2022-06-02 04:59:00,FR,2022
5654,53.607,87.336,2022-06-02 04:55:00,RU,2022
5655,44.837,0.737,2022-06-02 04:52:00,FR,2022
5656,44.85,0.483,2022-06-02 04:50:00,FR,2022
5657,44.9,0.717,2022-06-02 04:50:00,FR,2022
5658,44.883,0.706,2022-06-02 04:50:00,FR,2022
5659,44.874,0.706,2022-06-02 04:50:00,FR,2022
5660,44.893,0.708,2022-06-02 04:50:00,FR,2022
5661,44.901,0.717,2022-06-02 04:50:00,FR,2022
5662,44.888,0.726,2022-06-02 04:50:00,FR,2022
5663,53.473,87.253,2022-06-02 04:50:00,RU,2022
5664,44.897,0.658,2022-06-02 04:46:00,FR,2022
5665,44.908,0.656,2022-06-02 04:46:00,FR,2022
5666,44.867,0.595,2022-06-02 04:46:00,FR,2022
5667,44.871,0.596,2022-06-02 04:46:00,FR,2022
5668,44.876,0.606,2022-06-02 04:46:00,FR,2022
5669,44.877,0.596,2022-06-02 04:46:00,FR,2022
5670,44.835,0.634,2022-06-02 04:45:00,FR,2022
5671,44.9,0.65,2022-06-02 04:45:00,FR,2022
5672,44.868,0.585,2022-06-02 04:45:00,FR,2022
5673,44.871,0.579,2022-06-02 04:45:00,FR,2022
5674,44.876,0.581,2022-06-02 04:45:00,FR,2022
5675,44.897,0.631,2022-06-02 04:44:00,FR,2022
5676,44.912,0.631,2022-06-02 04:44:00,FR,2022
5677,44.874,0.567,2022-06-02 04:44:00,FR,2022
5678,44.865,0.572,2022-06-02 04:44:00,FR,2022
5679,44.854,0.595,2022-06-02 04:41:00,FR,2022
5680,44.793,0.595,2022-06-02 04:41:00,FR,2022
5681,44.857,0.563,2022-06-02 04:37:00,FR,2022
5682,44.85,0.483,2022-06-02 04:35:00,FR,2022
5683,44.789,0.491,2022-06-02 04:35:00,FR,2022
5684,44.806,0.491,2022-06-02 04:35:00,FR,2022
5685,44.823,0.494,2022-06-02 04:35:00,FR,2022
5686,44.828,0.499,2022-06-02 04:35:00,FR,2022
5687,44.819,0.479,2022-06-02 04:33:00,FR,2022
5688,44.829,0.478,2022-06-02 04:33:00,FR,2022
5689,44.836,0.478,2022-06-02 04:33:00,FR,2022
5690,44.871,0.434,2022-06-02 04:33:00,FR,2022
5691,44.85,0.4,2022-06-02 04:32:00,FR,2022
5692,44.847,0.422,2022-06-02 04:32:00,FR,2022
5693,44.843,0.428,2022-06-02 04:32:00,FR,2022
5694,44.845,0.442,2022-06-02 04:32:00,FR,2022
5695,44.838,0.434,2022-06-02 04:32:00,FR,2022
5696,44.858,0.422,2022-06-02 04:32:00,FR,2022
5697,44.864,0.434,2022-06-02 04:32:00,FR,2022
5698,44.876,0.418,2022-06-02 04:31:00,FR,2022
5699,44.882,0.416,2022-06-02 04:31:00,FR,2022
5700,44.826,0.405,2022-06-02 04:31:00,FR,2022
5701,44.823,0.421,2022-06-02 04:31:00,FR,2022
5702,44.836,0.419,2022-06-02 04:31:00,FR,2022
5703,44.841,0.381,2022-06-02 04:30:00,FR,2022
5704,44.786,0.371,2022-06-02 04:30:00,FR,2022
5705,43.433,0.083,2022-06-02 04:30:00,FR,2022
5706,44.833,0.217,2022-06-02 04:30:00,FR,2022
5707,44.852,0.389,2022-06-02 04:30:00,FR,2022
5708,44.879,0.402,2022-06-02 04:30:00,FR,2022
5709,44.882,0.385,2022-06-02 04:30:00,FR,2022
5710,44.873,0.385,2022-06-02 04:30:00,FR,2022
5711,44.861,0.384,2022-06-02 04:30:00,FR,2022
5712,44.818,0.375,2022-06-02 04:30:00,FR,2022
5713,44.814,0.384,2022-06-02 04:30:00,FR,2022
5714,44.824,0.389,2022-06-02 04:30:00,FR,2022
5715,44.836,0.419,2022-06-02 04:30:00,FR,2022
5716,44.849,0.392,2022-06-02 04:30:00,FR,2022
5717,44.791,0.353,2022-06-02 04:29:00,FR,2022
5718,44.807,0.356,2022-06-02 04:29:00,FR,2022
5719,44.839,0.357,2022-06-02 04:29:00,FR,2022
5720,44.829,0.371,2022-06-02 04:29:00,FR,2022
5721,44.8,0.344,2022-06-02 04:28:00,FR,2022
5722,44.785,0.342,2022-06-02 04:28:00,FR,2022
5723,44.797,0.335,2022-06-02 04:28:00,FR,2022
5724,44.836,0.332,2022-06-02 04:25:00,FR,2022
5725,44.792,0.331,2022-06-02 04:25:00,FR,2022
5726,44.817,0.333,2022-06-02 04:24:00,FR,2022
5727,44.811,0.323,2022-06-02 04:24:00,FR,2022
5728,44.789,0.313,2022-06-02 04:23:00,FR,2022
5729,44.793,0.302,2022-06-02 04:23:00,FR,2022
5730,44.798,0.301,2022-06-02 04:23:00,FR,2022
5731,44.821,0.357,2022-06-02 04:23:00,FR,2022
5732,44.831,0.356,2022-06-02 04:23:00,FR,2022
5733,44.804,0.299,2022-06-02 04:23:00,FR,2022
5734,44.818,0.305,2022-06-02 04:23:00,FR,2022
5735,44.828,0.301,2022-06-02 04:23:00,FR,2022
5736,44.822,0.263,2022-06-02 04:22:00,FR,2022
5737,44.843,0.315,2022-06-02 04:22:00,FR,2022
5738,44.837,0.314,2022-06-02 04:22:00,FR,2022
5739,44.833,0.321,2022-06-02 04:22:00,FR,2022
5740,44.824,0.32,2022-06-02 04:22:00,FR,2022
5741,44.829,0.329,2022-06-02 04:22:00,FR,2022
5742,44.826,0.341,2022-06-02 04:22:00,FR,2022
5743,44.804,0.285,2022-06-02 04:22:00,FR,2022
5744,44.797,0.289,2022-06-02 04:22:00,FR,2022
5745,44.818,0.285,2022-06-02 04:22:00,FR,2022
5746,44.817,0.233,2022-06-02 04:21:00,FR,2022
5747,44.815,0.252,2022-06-02 04:21:00,FR,2022
5748,44.835,0.304,2022-06-02 04:21:00,FR,2022
5749,44.826,0.236,2022-06-02 04:20:00,FR,2022
5750,44.786,0.153,2022-06-02 04:11:00,FR,2022
5751,44.797,0.156,2022-06-02 04:11:00,FR,2022
5752,44.806,0.157,2022-06-02 04:11:00,FR,2022
5753,44.783,0.15,2022-06-02 04:10:00,FR,2022
5754,44.791,0.119,2022-06-02 04:08:00,FR,2022
5755,44.795,0.117,2022-06-02 04:08:00,FR,2022
5756,44.798,0.111,2022-06-02 04:07:00,FR,2022
5757,44.8,0.083,2022-06-02 04:04:00,FR,2022
5758,44.793,0.071,2022-06-02 04:02:00,FR,2022
5759,44.79,0.07,2022-06-02 04:02:00,FR,2022
5760,44.784,0.074,2022-06-02 04:00:00,FR,2022
5761,44.774,0.078,2022-06-02 04:00:00,FR,2022
5762,44.767,0.086,2022-06-02 04:00:00,FR,2022
5763,44.762,0.071,2022-06-02 04:00:00,FR,2022
5764,44.75,0.08,2022-06-02 04:00:00,FR,2022
5765,44.743,0.076,2022-06-02 04:00:00,FR,2022
5766,44.817,0.45,2022-06-02 02:30:00,FR,2022
5767,44.733,0.233,2022-06-01 23:10:00,FR,2022
5768,44.667,0.183,2022-06-01 23:00:00,FR,2022
5769,46.341,6.162,2022-06-01 19:15:00,CH,2022
5770,37.686,28.62,2022-06-01 13:25:00,TR,2022
5771,53.361,20.427,2022-06-01 13:05:00,PL,2022
5772,53.306,20.293,2022-06-01 12:57:00,PL,2022
5773,52.716,21.255,2022-06-01 12:50:00,PL,2022
5774,52.517,21.068,2022-06-01 12:50:00,PL,2022
5775,53.387,20.119,2022-06-01 12:48:00,PL,2022
5776,52.704,21.084,2022-06-01 12:35:00,PL,2022
5777,52.681,21.026,2022-06-01 12:30:00,PL,2022
5778,52.67,20.765,2022-06-01 12:05:00,PL,2022
5779,52.648,20.722,2022-06-01 12:02:00,PL,2022
5780,52.635,20.626,2022-06-01 12:00:00,PL,2022
5781,52.649,20.651,2022-06-01 11:57:00,PL,2022
5782,52.656,20.628,2022-06-01 11:52:00,PL,2022
5783,50.833,25.467,2022-06-01 11:40:00,UA,2022
5784,52.622,20.375,2022-06-01 11:31:00,PL,2022
5785,53.417,13.983,2022-06-01 10:44:00,DE,2022
5786,53.4,14.0,2022-06-01 10:43:00,DE,2022
5787,53.367,13.85,2022-06-01 10:22:00,DE,2022
5788,53.297,5.074,2022-05-31 22:20:00,NL,2022
5789,40.842,35.611,2022-05-31 18:30:00,TR,2022
5790,44.865,17.847,2022-05-31 16:10:00,BA,2022
5791,39.738,22.289,2022-05-31 15:50:00,GR,2022
5792,42.968,23.298,2022-05-31 15:30:00,BG,2022
5793,44.428,26.097,2022-05-31 14:40:00,RO,2022
5794,44.15,17.791,2022-05-31 14:20:00,BA,2022
5795,44.124,17.728,2022-05-31 14:05:00,BA,2022
5796,43.357,19.356,2022-05-31 14:05:00,ME,2022
5797,45.148,25.211,2022-05-31 14:00:00,RO,2022
5798,44.172,40.838,2022-05-31 13:50:00,RU,2022
5799,42.133,24.939,2022-05-31 13:45:00,BG,2022
5800,42.117,24.967,2022-05-31 13:45:00,BG,2022
5801,44.343,17.267,2022-05-31 13:15:00,BA,2022
5802,41.017,24.383,2022-05-31 12:53:00,GR,2022
5803,40.95,24.217,2022-05-31 12:45:00,GR,2022
5804,42.754,21.145,2022-05-31 12:40:00,XK,2022
5805,42.355,24.112,2022-05-31 12:20:00,BG,2022
5806,43.886,17.644,2022-05-31 05:15:00,BA,2022
5807,40.45,36.817,2022-05-30 18:25:00,TR,2022
5808,40.467,36.733,2022-05-30 18:20:00,TR,2022
5809,40.441,36.752,2022-05-30 18:20:00,TR,2022
5810,40.422,36.679,2022-05-30 18:15:00,TR,2022
5811,40.445,36.681,2022-05-30 18:15:00,TR,2022
5812,43.627,13.4,2022-05-30 17:00:00,IT,2022
5813,43.583,21.327,2022-05-30 17:00:00,RS,2022
5814,43.698,13.217,2022-05-30 16:35:00,IT,2022
5815,43.628,13.159,2022-05-30 16:30:00,IT,2022
5816,43.628,21.133,2022-05-30 16:30:00,RS,2022
5817,43.605,21.234,2022-05-30 16:30:00,RS,2022
5818,43.616,21.146,2022-05-30 16:25:00,RS,2022
5819,43.649,13.05,2022-05-30 16:20:00,IT,2022
5820,43.617,21.197,2022-05-30 16:20:00,RS,2022
5821,43.708,21.107,2022-05-30 16:10:00,RS,2022
5822,43.632,21.071,2022-05-30 16:10:00,RS,2022
5823,41.583,34.857,2022-05-30 14:50:00,TR,2022
5824,41.469,34.767,2022-05-30 14:45:00,TR,2022
5825,38.737,34.929,2022-05-30 14:00:00,TR,2022
5826,43.727,20.112,2022-05-30 13:15:00,RS,2022
5827,43.706,20.117,2022-05-30 13:15:00,RS,2022
5828,43.701,20.094,2022-05-30 13:15:00,RS,2022
5829,43.736,20.109,2022-05-30 13:15:00,RS,2022
5830,43.722,20.043,2022-05-30 13:10:00,RS,2022
5831,40.503,36.851,2022-05-30 12:00:00,TR,2022
5832,51.751,15.012,2022-05-30 11:10:00,PL,2022
5833,41.421,33.38,2022-05-30 10:40:00,TR,2022
5834,41.417,33.367,2022-05-30 10:30:00,TR,2022
5835,41.414,33.278,2022-05-30 10:20:00,TR,2022
5836,41.399,33.235,2022-05-30 10:15:00,TR,2022
5837,41.4,33.279,2022-05-30 10:15:00,TR,2022
5838,41.415,33.213,2022-05-30 10:10:00,TR,2022
5839,54.205,16.234,2022-05-30 09:35:00,PL,2022
5840,43.867,25.017,2022-05-29 18:50:00,RO,2022
5841,43.412,24.702,2022-05-29 17:55:00,BG,2022
5842,43.378,24.668,2022-05-29 17:50:00,BG,2022
5843,42.6,-7.72,2022-05-29 17:30:00,ES,2022
5844,42.399,-7.52,2022-05-29 16:50:00,ES,2022
5845,42.918,23.841,2022-05-29 16:45:00,BG,2022
5846,42.906,23.795,2022-05-29 16:40:00,BG,2022
5847,44.017,23.54,2022-05-29 16:40:00,RO,2022
5848,43.21,23.55,2022-05-29 16:30:00,BG,2022
5849,43.252,23.514,2022-05-29 16:30:00,BG,2022
5850,41.673,23.661,2022-05-29 16:15:00,BG,2022
5851,43.178,24.396,2022-05-29 15:50:00,BG,2022
5852,43.942,25.355,2022-05-29 15:40:00,RO,2022
5853,43.791,25.492,2022-05-29 15:35:00,RO,2022
5854,41.512,14.742,2022-05-29 15:34:00,IT,2022
5855,42.82,23.363,2022-05-29 15:30:00,BG,2022
5856,41.572,14.679,2022-05-29 15:17:00,IT,2022
5857,43.663,25.364,2022-05-29 15:15:00,RO,2022
5858,43.4,25.467,2022-05-29 15:07:00,BG,2022
5859,39.467,22.083,2022-05-29 14:15:00,GR,2022
5860,39.295,22.385,2022-05-29 13:55:00,GR,2022
5861,39.333,22.367,2022-05-29 13:55:00,GR,2022
5862,39.349,22.338,2022-05-29 13:55:00,GR,2022
5863,39.351,22.34,2022-05-29 13:55:00,GR,2022
5864,39.35,22.327,2022-05-29 13:55:00,GR,2022
5865,39.337,22.387,2022-05-29 13:55:00,GR,2022
5866,43.121,22.675,2022-05-29 13:55:00,RS,2022
5867,42.688,25.974,2022-05-29 13:40:00,BG,2022
5868,42.683,26.033,2022-05-29 13:35:00,BG,2022
5869,42.702,25.897,2022-05-29 13:35:00,BG,2022
5870,42.667,25.95,2022-05-29 13:35:00,BG,2022
5871,40.635,16.987,2022-05-29 13:35:00,IT,2022
5872,42.683,25.967,2022-05-29 13:30:00,BG,2022
5873,42.684,25.831,2022-05-29 13:30:00,BG,2022
5874,42.656,25.795,2022-05-29 13:25:00,BG,2022
5875,43.231,22.499,2022-05-29 13:20:00,RS,2022
5876,40.97,21.917,2022-05-29 13:00:00,GR,2022
5877,43.394,22.483,2022-05-29 12:50:00,RS,2022
5878,43.573,22.053,2022-05-29 12:25:00,RS,2022
5879,43.413,22.122,2022-05-29 12:15:00,RS,2022
5880,42.227,21.258,2022-05-29 12:00:00,XK,2022
5881,42.304,21.155,2022-05-29 11:35:00,XK,2022
